"Old Password";"Altes Passwort"
"Or with your account";"Oder mit Ihrem Konto"
"Please enter your email address. We'll send you your password right now.";"Bitte geben Sie Ihre E-Mail-Adresse ein. Ihr Passwort wird Ihnen per E-Mail zugestellt."
"Please log in with your mobile phone";"Bitte melden Sie sich mit Ihrem Mobiltelefon an."
"Privacy Policy";"Privacy Policy"
"See you soon,";"Bis bald"
"Show me in ranking";"Zeigen Sie mir die Rangfolge"
"The old email address does not match the entered email address.";"Die alte e-Mail-Adresse stimmt nicht überein, die eingegebene Email-Adresse."
"This user can access the pages locked by the ""Locker"" feature";"Benutzer kann die Funktion des ""Locker"" gesperrten Seiten zugreifen."
"This user is visible in ranking";"Dieser Benutzer ist sichtbar im ranking"
User;Benutzer
"User Information";Benutzerinformationen
Users;Benutzer
"We are sorry but the %s account is already linked to one of our customers";"Es tut uns leid, aber die %s-Konto ist bereits mit einem unserer Kunden verbunden"
"You have created your account. With this account, you will be able to enjoy great offers available in our application.";"Sie haben Ihr Konto erstellt. Mit diesem Konto werden Sie in den Genuss von tollen Angeboten in unserer Anwendung verfügbar."
"Your account has been successfully saved";"Ihr Konto wurde erfolgreich gespeichert"
"%s – Your new password";"%s - Ihr neues Passwort"
"404, Page not found";"404, Seite nicht gefunden"
"404, page not found";"404, Seite nicht gefunden"
"<span>Click on</span><button class=""add"" type=""button""><i class=""icon-plus""></i></button> <span>to add an item.</span>";"<span>Click on</span><button class=""add"" type=""button""><i class=""icon-plus""></i></button> <span>to add an item.</span>"
APIs;APIs
Accounts;Konten
Actions;Aktionen
Activated;aktiviert
Add;hinzufügen
"Add a";"Fügen Sie eine"
"Add a new icon";"Fügen Sie ein neues Symbol hinzu"
"Add image";"Bild hinzufügen"
Address;Adresse
Address:;Adresse
All;alle
"All items";"Alle Elemente"
"An error occurred during process. Please try again later.";"Während des Prozesses ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred during the process. Please try again later.";"Während des Vorgangs ist ein Fehler aufgetreten. Bitte versuchen Sie es später erneut."
"An error occurred the during process. Please try again later.";"Während des Prozesses ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while loading places.";"Fehler beim Laden von Orten."
"An error occurred while loading the page";"Beim Laden der Seite ist ein Fehler aufgetreten"
"An error occurred while loading the videos. Please try again later.";"Beim Laden der Videos ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while loading. Please try again later.";"Beim Laden ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while loading. Please, try again later.";"Während des Ladens ist ein Fehler aufgetreten. Bitte, versuchen Sie es später erneut."
"An error occurred while saving";"Beim Speichern ist ein Fehler aufgetreten"
"An error occurred while saving your account. Please try again later.";"Fehler beim Speichern von Ihrem Konto. Bitte versuchen Sie es später erneut."
"An error occurred while saving your picto. Please try againg later.";"Beim Speichern Ihres Piktogramm ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while saving your picture. Please try againg later.";"Und speichern Ihres Bildesn ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while saving. Please try again later.";"Beim Speichern ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while saving. Please, try again later.";"Fehler beim Speichern. Bitte, versuchen Sie es später erneut."
"An error occurred while uploading your file. Please, try again later.";"Beim Hochladen der Datei ist ein Fehler aufgetreten. Bitte, versuchen Sie es später erneut."
"An unexpected error occurred while calculating the route.";"Unerwarteter Fehler beim Berechnen der Route."
"Api Keys";"api Keys "
Appearance;Darstellung
Application;Anwendung
"Application Name";"Name der Anwendung"
"Application name";"Name der Anwendung"
Applications;Anwendungen
"Are you sure you want to delete this element?";"Bist du sicher, dass Sie dieses Element löschen möchten?"
"Are you sure you want to delete this picture?";"Sind Sie sicher, dass Sie dieses Bild wirklich löschen möchten ?"
"Are you sure you want to remove this account?";"Bist du sicher, dass Sie dieses Konto entfernen möchten?"
"Authentication failed. Please check your email and/or your password";"Authentifizierung fehlgeschlagen. Bitte überprüfen Sie Ihre E-Mail-und / oder Ihr Passwort vergessen"
Back;zurück
Background;Hintergrund
Booking;Reservierung
Browse;blättern
Calendar;Kalender
"Can only be used once";"Kann nur einmal verwendet werden"
Cancel;stornieren
Cart;Einkaufswagen
Catalog;Katalog
"Change password";"Passwort ändern"
"Checking CNAME configuration:";"Überprüfen CNAME-Konfiguration:"
"Choose a";"Wählen Sie ein"
City;Stadt
City:;Stadt:
Close;schließen
Comment;Kommentar
Comments;Kommentare
Communication;Kommunikation
Company;Firma
Coms;COMS
Conditions;Bedingungen
"Confirm Password";"Kennwort bestätigen"
"Confirm new password";"Neues Kennwort bestätigen"
Contact;Kontakt
"Contact successfully added to your address book";"Kontakt erfolgreich zu Ihrem Adressbuch hinzugefügt"
Contest;Wettbewerb
Country;land
Create;Krieren
"Create a new account";"Ein neues Konto erstellen"
"Created at";"Erstellt am"
"Creation date";Erstellungsdatum
Currency;Währung
"Current password";"Aktuelle Kennwort"
"Custom Page";"Benutzerdefinierte Seiten"
Dashboard;Dashboard
"Date of birth";Geburtsdatum
"Date of birth:";Geburtsdatum:
Deactivated;deaktiviert
"Default Languages";Standardsprachen
Delete;löschen
Description;Beschreibung
Description:;Beschreibung:
Details;Informationen
Discount;Rabatt
Domain;"Domain "
Edit;Bearbeiten
"Edit my";"bearbeiten Sie meine"
Editing;Bearbeitung
Email;Email
"Email address";E-Mail-Adresse
Email:;Email:
"End at";Ende
"Error : <br/>";"Fehler: <br/>"
"Errors : <br/>";"Fehler: <br/>"
"Export your customers";"Exportieren Sie Ihre Kunden"
"Extension not allowed, '%s' only";"Erweiterung nicht erlaubt, '%s' nur"
Facebook;Facebook
Features;Eigenschaften
"First name";Vorname
Firstname;Vorname
Firstname:;Vorname:
Folders;Ordner
"Forgot your password ?";"Passwort vergessen?"
"Forgot your password? Don't worry! Simply enter your email address and we'll send you a new one right now.";"Passwort vergessen? Macht nichts! Geben Sie einfach Ihre e-Mail-Adresse und wir schicken Ihnen sofort eine neue."
Form;Form
Gender;Geschlecht
General;Allgemeine
Hello,;Hallo
"Here is your new password:";"Hier ist Ihr neue Kennwort ein:"
Hide...;"Ausblenden ..."
"How do you want to access the backoffice if you remove the only user remaining?";"Wie wollen Sie die Backoffice zugreifen, wenn Sie der einzige Benutzer verbleibenden entfernen?"
ID;ID
Icons;Icons
"If you use this discount now, you'll be no longer able to use it later";"Wenn Sie diesen Rabatt nun verwenden, werden Sie Ihn später nicht mehr verwenden können. "
"Image not high enough, %spx minimum allowed.";"Bild nicht hoch genug, erlaubt % Spx minimale."
"Image not large enough, %spx minimum allowed.";"Bild nicht groß genug, erlaubt % Spx minimale."
"Image not large enough, '%s' allowed.";"Bild nicht groß genug, '%s' darf."
"Image too high, %spx maximum allowed.";"Bild zu hoch, % Spx maximal zulässig."
"Image too large, %spx maximum allowed.";"Bild zu groß ist, % Spx maximal zulässig."
"Image too large, '%s' allowed.";"Bild zu groß, '%s' darf."
Images;Bilder
"In order to fully enjoy our features, we encourage you to use at least:.<br />";"Um unsere Funktionen voll zu genießen, wir empfehlen Ihnen mindestens:. < Br / >"
"In order to publish your application, we need:<br />- ";"Um Ihre Anwendung zu veröffentlichen, brauchen wir: < Br / >-"
"Incorrect filetype.";"Falsche Filetype."
"Info successfully saved";"Info erfolgreich gespeichert"
Information;Informationen
"Infos successfully saved";"Infos erfolgreich gespeichert"
"Insert a <br /><span class=""bold"">cover image</span>";"Legen Sie eine <br /> <span class=""bold""> Cover-Bild </span>"
"Invalid place";"Ungültiger Ort"
Invoices;Rechnungen
"Last Name";Nachname
"Last name:";Nachname
Lastname;Nachname
Lastname:;Nachname:
"Library icons";"Bibliothek Symbole"
Like;Wie
Likes;Mag
Link;Link
Links;Links
"Load More";"Mehr zu laden"
Loading;Ladung
Locate;lokalisieren
Location:;Lage:
"Log in";Anmelden
Log-in;Einloggen
Log-out;"Log out"
"Logged in as";"Eingeloggt als"
"Loyalty Card";"Loyalitäts karte"
"MM,d yy";"MM,d yy"
MM/dd/y;MM/dd/y
"MM/dd/y 'at' hh:mm a";"MM/dd/y 'at' hh:mm a"
"MM/dd/y hh:mm a";"MM/dd/y hh:mm a"
MM/dd/yy;MM/TT/JJ
MM/dd/yyyy;TT/MM/JJJJ
"MMMM dd y";"MMMM, dd y"
"MMMM dd y 'at' hh:mm";"MMMM dd y 'at' hh:mm"
Main;Haupt
"Main category";Hauptkategorie
"Make this image colorizable";"Machen Sie dieses Bild colorizable"
Manage;verwalten
"Manage icons";"symbole verwalten"
Map;Karte
Maps;Karten
"Message from your app %s";"Nachricht von Ihrer Anwendung %s"
Messages;Nachrichten
Miss;Fräulein
Module;Modul
Modules;Module
More;mehr
Mr;Herr
Mrs;Frau
"My account";"Mein Konto"
"My invoices";"Meine Rechnungen"
"My pictures";"Meine Bilder"
Name;Name
Never;nie
New;neu
Newswall;Neuikeitenwand
Next;Nächste
No;Nein
"No address to display on map.";"Keine Adresse auf Karte anzeigen."
"No place to display on map.";"Keinen Ort auf der Karte angezeigt."
"No results";"Keine Ergebnisse"
"No uploaded image";"Kein Bild hochgeladen"
"Nothing to display";"Nichts zum Anzeigen"
Number;Anzahl
OK;Okay
OR;OR
"Ouch, this page doesn't exist";"Autsch, existiert diese Seite nicht"
"Page name:";Seitenname:
Password;Passwort
Password:;Passwort
"Passwords don't match";"Kennwörter stimmen nicht überein"
Payment;Zahlung
Phone;Telefon
Phone:;Telefon:
Photos;Fotos
Picture%s;Bild%s
Plans;Pläne
"Platform Name";Plattformname
Player;Spieler
"Please enter a password";"Bitte geben Sie ein Passwort ein"
"Please enter a valid URL.";"Bitte geben Sie eine gültige URL."
"Please enter a valid credit card number.";"Bitte geben Sie eine gültige Kreditkartennummer."
"Please enter a valid date (ISO).";"Bitte geben Sie ein gültiges Datum (ISO)."
"Please enter a valid date.";"Bitte geben Sie ein gültiges Datum."
"Please enter a valid email address";"Bitte geben Sie eine gültige E-Mail-Adresse ein."
"Please enter a valid email address.";"Bitte geben Sie eine gültige e-Mail-Adresse."
"Please enter a valid number.";"Bitte geben Sie eine gültige Nummer."
"Please enter a valid url";"Bitte geben Sie eine gültige URL ein"
"Please enter a value between {0} and {1} characters long.";"Bitte geben Sie einen Wert zwischen {0} und {1} Zeichen lang."
"Please enter a value between {0} and {1}.";"Bitte geben Sie einen Wert zwischen {0} und {1}."
"Please enter a value greater than or equal to {0}.";"Bitte geben Sie einen Wert größer oder gleich {0}."
"Please enter a value less than or equal to {0}.";"Bitte geben Sie einen Wert kleiner oder gleich {0}."
"Please enter at least {0} characters.";"Bitte geben Sie mindestens {0} Zeichen."
"Please enter no more than {0} characters.";"Bitte geben Sie nicht mehr als {0} Zeichen."
"Please enter only digits.";"Bitte geben Sie nur Ziffern."
"Please enter the password";"Bitte geben Sie das Passwort ein."
"Please enter the same value again.";"Bitte geben Sie den gleichen Wert wieder."
"Please enter your email address";"Bitte geben Sie Ihre E-Mail-Adresse ein."
"Please fill in the following fields:";"Bitte füllen Sie die folgenden Felder aus:"
"Please fix this field.";"Bitte korrigieren Sie in diesem Feld."
"Please log in.";"Bitte einloggen."
"Please show your phone to the store person so that he enters his password";"Bitte geben Sie ein Passwort ein."
"Please, enter a correct email address.";"Bitte geben Sie eine korrekte e-Mail-Adresse."
"Please, enter a password.";"Bitte geben Sie ein Passwort."
"Please, enter a valid date";"Bitte geben Sie ein gültiges Datum ein."
"Please, fill out all fields";"Bitte füllen Sie alle Felder aus"
Podcast;Podcast
"Podcast URL (iTunes format)";"Podcast-URL (iTunes-Format)"
"Podcast type is invalid or can't be found";"Podcast-Typ ist ungültig oder wurde nicht gefunden"
Postcode;Postleitzahl
Postcode:;Postleitzahl:
Push;Push
"Push Notifications";Push-Benachrichtigungen
"RSS Feed";"RSS Feed"
"Recommanded size:";"die von uns empfohlene Größe:"
"Required fields";Pflichtfelder
"Resize your picture";"Ändern Sie die Größe Ihres Bildes"
"Resize your picture:";"Verkleinern Sie Ihr Bild:"
SEND;Senden
Save;sparen
Search;Suche
"Select a country";"Wählen Sie ein Land"
"Select all";"Wählen Sie alle"
Send;senden
"Send your pictures";"Senden Sie Ihre Bilder"
"Set Meal";Menü
Settings;"Einstellungen "
Show...;"Anzeigen ..."
"Siberian, build a mobile app easier";"Siberian, bauen eine mobile Anwendung einfacher "
Size:;Größe:
Street;Straße
Street:;Strasse:
Subscriptions;Abonnements
Subtitle;Untertitel
Support;Unterstützung
"Support Link";"Link Support"
Tax;Steuer
Taxes;Steuern
Text;Text
"The account has been successfully saved";"Das Konto wurde erfolgreich gespeichert"
"The address you're looking for does not exists.";"Die Adresse, die Sie ist nicht suchen vorhanden."
"The email is required";"Die e-Mail ist erforderlich"
"The entered password confirmation does not match the entered password.";"Das eingegebene Passwort Bestätigt nicht das eingegebene Kennwort. "
"The file '%s' does not exist";"Die Datei '%s' ist nicht vorhanden."
"The image '%s' does not exist";"Das Bild '%s' ist nicht vorhanden."
"The image has been successfully deleted";"Das Bild wurde erfolgreich gelöscht"
"The image has been successfully saved";"Das Bild wurde erfolgreich gespeichert"
"The image size '%s' could not be detected.";"Die Bildgröße ""%s"" konnte nicht gefunden werden."
"The old email address does not match the entered email address.";"Die alte E-Mail-Adresse stimmt nicht mit der angegebenen E-Mail-Adresse überein."
"The old password does not match the entered password.";"Das alte Passwort darf nicht dem neu eingegebenen Passwort entsprechen."
"The password is required";"Das Kennwort ist erforderlich"
"The password must be at least 6 characters";"Das Passwort muss mindestens 6 Zeichen lang sein"
"The payment has been cancelled, something wrong happened? Feel free to contact us.";"Abgebrochen die Zahlung wurde, etwas passiert ist? Zögern Sie nicht uns zu kontaktieren."
"This administrator does not exist";"Dieser Administrator ist nicht vorhanden."
"This email address is already used";"Diese e-Mail-Adresse wird bereits verwendet"
"This field is required";"Dieses Feld ist erforderlich"
"This field is required.";"Dieses Feld ist erforderlich."
"This section is unlocked for mobile users only";"Dieser Abschnitt ist nur für mobile Nutzer freigeschaltet."
Timezone;TimeZone
Title;Titel
Title:;Titel:
Total;Gesamt
Type;Typ
"Unable to add the contact to your address book";"Nicht in der Lage, den Kontakt zu Ihrem Adressbuch hinzufügen"
"Unable to calculate the route.";"Nicht in der Lage, die Route zu berechnen."
"Unable to save image";"Nicht in der Lage, Bild speichern"
"Unknown error";"Unbekannter Fehler"
"Unrecognized image format";"Unbekanntes Bildformat"
"Updated at";"Aktualisiert am"
"Use this coupon";"Verwenden Sie diesen coupon"
"Use this discount";"Mit diesem Rabatt"
User;Benutzer
"User successfully saved";"Benutzer erfolgreich gespeichert"
Username;Benutzername
Users;Benutzer
"VAT Number";Umsatzsteuer-Identifikationsnummer
Validate;bestätigen
"Version %s";"Version %s"
Video;Video
Videos;Videos
View;Ansicht
"We are sorry but this address is already used.";"Es tut uns leid, aber diese Adresse wird bereits verwendet."
"We are sorry but this email address already exists.";"Es tut uns leid, aber diese e-Mail-Adresse bereits vorhanden ist."
"We are sorry but this feature is not available yet";"Es tut uns leid, aber dieses Feature ist noch nicht verfügbar"
Website;Webseite
Yes;Ja
"You already have this user in your contact";"Sie haben bereits diesen Benutzer in Ihrem Kontakt"
"You are gone offline";"Sie sind offline gegangen."
"You can upload a pem certificate only.";"Sie können nur ein Pem-Zertifikat hochladen."
"You can upload a zip archive only.";"Sie können ein Zip-Archiv nur hochladen."
"You can upload an icon only (.ico and .png).";"Sie können ein Symbol nur (ICO und PNG) hochladen."
"You can upload an image only (.jpg, .jpeg, .gif and .png).";"Sie können ein Bild nur (.jpg, .jpeg, .gif und .png) hochladen."
"You can't upload more than one file at a time.";"Sie können nicht mehrere Dateien gleichzeitig hochladen."
"You may not delete a library icon";"Sie können kein Bibliothek Symbol löschen"
"You must be logged in to post a comment";"Sie müssen eingeloggt sein um einen Kommentar schreiben"
"You must give the permission to the app to add a contact to your address book";"Sie müssen die Berechtigung zur app, einen Kontakt in Ihrem Adressbuch hinzuzufügen geben."
"You must share your location to access this page.";"Sie müssen Ihren Standort zum Aufrufen dieser Seite teilen."
"Your CNAME is properly set";"Ihre CNAME richtig eingestellt ist"
"Your browser is too old to view the content of our website.<br />";"Ihr Browser ist zu alt, um den Inhalt unserer Website. anzeigen < Br / >"
"Your comment";"Ihr Kommentar"
"Your email address";"Ihre E-Mail Adresse"
"Your email address does not exist";"Ihre E-Mail-Adresse existiert nicht"
"Your name";"Ihr Name"
"Your new password has been sent to the entered email address";"Ihr neues Passwort wurde an die eingegebene E-Mail-Adresse gesendet"
"Your password does not match the entered password.";"Ihr Passwort darf nicht dem eingegebenen Passwort entsprechen."
Youtube;Youtube
"Zip code";Postleitzahl
close;Schließen
day;Tag
days;Tage
en;En-US
hour;Stunde
hours;Stunden
icon;Symbol
loading;Laden
logo;Logo
minute;minute
minutes;Minuten
password;Passwort
picture;Bild
second;Sekunde
seconds;Sekunden
title;Titel
titles;Titel
"to add a subfolder.";"Fügen Sie einen Unterordner."
"Add a picture";"Ein Bild hinzufügen"
"An error occurred while deleting the event";"Beim Löschen der Veranstaltung ist ein Fehler aufgetreten"
"An error occurred while loading this event";"Beim Laden dieses Ereignisses ist ein Fehler aufgetreten"
"Beginning date:";Anfangsdatum:
"Calendar successfully deleted";"Kalender erfolgreich gelöscht"
"Calendar's URL";"Kalender URL"
"Calendar's title";"Kalender Titel"
"Change picture";"Bild ändern"
"Create a new event";"Erstellen Sie eine neue Veranstaltung"
"Custom Page";"Benutzerdefinierte Seite"
"Delete this calendar?";"Löschen Sie diesen Kalender?"
"Delete this event?";"Löschen Sie diese Veranstaltung?"
Description:;Beschreibung:
"Ending date:";Enddatum:
"Enter your calendar's title";"Geben Sie Ihre Kalender-Titel ein"
Event;Veranstaltung
"Event successfully deleted";"Ereignis erfolgreich gelöscht"
"Event successfully saved";"Ereignis erfolgreich gespeichert"
"Event title:";"Titel der Veranstaltung:"
Illustration;Abbildung
Location:;Ort:
"Max size: 2000x2000px - allowed formats: jpg & png";"Max. Größe: 2000x2000px - erlaubte Formate: Jpg & Png"
"Modify the event";"Ändern Sie die Veranstaltung"
"More events";"Weitere Veranstaltungen"
RSVP;RSVP
"RSVP URL:";"RSVP URL:"
"Send your pictures";"Senden Sie Ihre Fotos"
Title:;Titel:
"Your Facebook page ID";"Ihre Facebook-Seiten ID"
"Your Facebook page ID <span class=""required-entry"">*</span> :";"Ihre Facebook-Seite ID <span class=""required-entry""> * </span>:"
"Your calendar is empty";"Ihr Kalender ist leer"
iCal;iCal
"Add a";hinzufügen
"Add a page";"Hinzufügen einer Seite"
"Click on";"Klicken Sie auf"
"Click on a page to add it to the folder";"Klicken Sie auf eine Seite, um sie dem Ordner hinzufügen"
"Click on a page to add it to the folder <span id=""folder_name"" class=""folder_name"">""%s""</span>";"Klicken Sie auf eine Seite, um sie in den Ordner <span id=""folder_name"" class=""folder_name""> ""%s"" hinzufügen </span>"
"Close mobile display";"Schließen des mobile Display"
"Delete this folder and all its subfolders?";"Löschen Sie diesen Ordner und alle seine Unterordner?"
"Folder title is required";"Titel Ordner ist erforderlich"
Folders;Ordner
"Mobile display";Handy-Display
"New folder";"Neuer Ordner"
Subtitle;Untertitel
"You cannot add this feature";"Sie können diese Funktion nicht hinzufügen"
"You must first complete the current category creation process";"Sie müssen zuerst die aktuellen Kategorie Entstehungsprozesse abschließen"
"You will lose all unsaved changes, continue?";"Sie werden alle nicht gespeicherten Änderungen verlieren, fortfahren?"
"to add a folder.";"einen Ordner hinzufügen."
"to add a subfolder.";"einen Unterordner hinzuzufügen."
"<strong>%s</strong> must be a numerical value<br />";"<strong>%s</strong> ist ein Zahlenwert <br />"
"<strong>%s</strong> must be a valid date (e.g. dd/mm/yyyy)<br />";"<strong>%s</strong> muss ein gültiges Datum (z.B. tt/mm/jjjj) < Br / >"
"<strong>%s</strong> must be a valid date<br />";"<strong>%s</strong> muss ein gültiges Datum sein <br />"
"<strong>%s</strong> must be a valid email address<br />";"<strong>%s</strong> muss eine gültige E-Mail-Adresse sein <br />"
"<strong>%s</strong> must be filled<br />";"<strong>%s</strong> <br /> müssen ausgefüllt werden"
"Add a field";"Fügen Sie ein Feld hinzu"
"Add a section";"Fügen Sie einen Abschnitt hinzu"
"Add an option";"Hinzufügen einer Option"
"An error occurred while retrieving the user location";"Beim Abrufen des Benutzer-Standorts ist ein Fehler aufgetreten"
"An error occurred while retrieving your location";"Beim Abrufen Ihrer Position ist ein Fehler aufgetreten"
"An error occurred while saving. A field can't be identified.";"Beim Speichern ist ein Fehler aufgetreten. Ein Feld kann nicht identifiziert werden."
"An error occurred while sending the form. Please, try again later.";"Beim Versenden des Formulars ist ein Fehler aufgetreten. Bitte versuchen Sie es später erneut."
"Are you sure you want to remove this field?";"Sind Sie sicher, dass Sie dieses Feld entfernen möchten?"
"Are you sure you want to remove this section?";"Sind Sie sicher, dass Sie diesen Abschnitt entfernen möchten?"
Checkbox;Checkbox
"Choose a field type:";"Wählen Sie einen Feldtyp:"
"Create a new field";"Erstellen Sie ein neues Feld"
Date/Hour;"Datum / Uhrzeit"
"Drop down";"Drop down"
"Edit field %s";"Edit-Feld %s"
"Field name";"Field name"
"Field name:";Feldname:
Geolocation;Geolocation
Hello,;Hallo
"Manage fields";"Felder verwalten"
"Manage options:";"Optionen verwalten:"
"Multiline text";"mehrzeiliger Text"
Number;Anzahl
Option;Option
Radio;Radio
"Recipient email:";"Empfänger E-Mail:"
"The form has been sent successfully";"Das Formular wurde erfolgreich gesendet"
"This field is required";"Dieses Feld ist erforderlich"
"We thank you for having filled out our form.";"Wir danken Ihnen, dass Sie unser Formular ausgefüllt haben."
"You have refused to share your location";"Sie haben sich geweigert, Ihren Standort zu teilen"
"You have to choose a field type.";"Sie müssen einen Feldtyp wählen."
"Your app's form";"Ihre App Form"
"Your form has been filled out, here are the answers:";"Ihr Formular ausgefüllt hat, hier sind die Antworten:"
"%s Update";%s-update
"All of your modules are up to date";"Alle Ihre Module sind auf dem neuesten Stand"
"Click here to send your module";"Klicken Sie hier, um das Modul zu senden"
"Drop your module here";"Ihr Modul hier ablegen"
Host;Host
Installing;Installation
"Installing module <em><span id=""label_module""></span></em>";"Installation von Modul <em><span id=""label_module""></span></em>"
"Installing your module";"Ihr Modul installieren"
"Module Installation";Modulinstallation
"Module successfully installed";"Modul erfolgreich installiert"
"Module to upload";"Modul hochladen"
Modules;Module
"Modules Installation";"Module Installation"
"Modules successfully installed!";"Module erfolgreich installiert!"
"No directory provided";"Kein Verzeichnis bereitgestellt"
"No module to install";"Kein Modul zu installieren"
"No modules uploaded yet";"Keine Module noch hochgeladen"
"Or set the correct permissions to the following files and folders and try again:";"Oder legen Sie die richtigen Berechtigungen auf die folgenden Dateien und Ordner und versuchen Sie es erneut:"
"Package Details";Paketdetails
"Path to your system";"Pfad zu Ihrem system"
"Please update the module to the %s version before installing this update.";"Bitte aktualisieren Sie das Modul auf die %s-Version, bevor Sie dieses Update installieren."
"Please update your system to the %s version before installing this update.";"Bitte aktualisieren Sie Ihr System auf die %s-Version, bevor Sie dieses Update installieren"
"Please wait, we're installing your module";"Bitte warten Sie, wir installieren das Modul"
"Please, enter a name";"Bitte geben Sie einen Namen ein."
"Please, fill out all fields";"Bitte füllen Sie alle Felder"
Port;Port
"Processing the installation";"Die Verarbeitung der Installation"
Retry;"""Wiederholen"""
"Select a module to upload";"Wählen Sie ein Modul um es zu laden"
"Some files and folder are not writable. You can either provide your FTP access to install this update:";"Einige Dateien und Ordner sind nicht schreibgeschützt. Sie bieten entweder Ihre FTP-Zugriff, um dieses Update zu installieren:"
"Some files don't have the right permissions and can't be updated";"Einige Dateien nicht die richtigen Berechtigungen haben und können nicht aktualisiert werden"
"The database connection failed. Please, check the entered information.";"Die Datenbankverbindung ist fehlgeschlagen. Bitte überprüfen Sie die eingegebenen Informationen."
"The entered password confirmation does not match the entered password.";"Die eingegebene Passwortbestätigung überein das eingegebene Passwort nicht. Ihr Modul installieren"
"The file %s does not exist";"Die Datei %s existiert nicht"
"The file %s is not writable.";"Die Datei %s ist nicht beschreibbar."
"The folder %s is not writable.";"Der Ordner %s ist nicht beschreibbar."
"The folder %s is not writable. Please fix this issue and try again.";"Der Ordner %s ist nicht beschreibbar. Bitte beheben Sie dieses Problem und versuchen es erneut."
"The following files and folders are not writable:";"Die folgenden Dateien und Ordner sind nicht beschreibbar:"
"The following files and folders are not writable: <br /> - %s";"Die folgenden Dateien und Ordner sind nicht beschreibbar: < Br / >-%s"
"The following folders are not writable: <br /> - %s";"Die folgenden Ordner sind nicht beschreibbar: <br /> -%s"
"The installation of the module %s has failed: <span id=""installation_failed_because""></span>";"Die Installation des Moduls %s ist fehlgeschlagen: <span id=""installation_failed_because""> </span>"
"The installation of the module <span id=""installation_failed_module_name""></span> has failed: <span id=""installation_failed_because""></span>";"Die Installation des Moduls <span id=""installation_failed_module_name""></span> ist fehlgeschlagen: <span id=""installation_failed_because""></span>"
"The package you have uploaded is invalid.";"Das Paket, das du hochgeladen hast ist ungültig."
"This process may take few minutes, please do not refresh the page";"Dieser Vorgang kann einige Minuten dauern, bitte die Seite nicht aktualisieren"
"This update is designed for the %s, you can't install it in your %s.";"Dieses Update ist für die %s, Sie es in Ihre %s können nicht installiert werden."
"Unable to connect to your FTP. Please check the connection information.";"Keine Verbindung zu Ihrem FTP. Bitte überprüfen Sie die Verbindungsinformationen."
"Unable to detect your site. Please make sure the entered path is correct.";"Nicht in der Lage, Ihre Website zu erkennen. Bitte achten Sie darauf, dass der eingegebene Pfad korrekt ist."
"Unable to extract the archive.";"Kann das Archiv zu extrahieren."
"Unable to open the archive.";"Unfähig, das Archiv zu öffnen."
"Unable to open the file. Please, make sure that you sent a valid archive.";"Nicht in der Lage, die Datei zu öffnen. Stellen Sie sicher, dass Sie eine gültige Archiv geschickt."
"Upload a module";"Ein Modul Galerie"
"Upload your modules";"Laden Sie Ihre Module"
Username;Benutzername
"You already have installed this update.";"Dieses Update haben bereits installiert."
" is now yours!";"gehört jetzt dir!"
"%d validated points = ";"%d validiert Punkte ="
"1 loyalty point =";"1 Treuepunkt ="
"1 point";"1 Punkt"
"1 validated point = ";"1 validiert Punkt ="
"An error occurred while saving the password. Please try again later";"Fehler beim Speichern des Kennworts. Bitte versuchen Sie es später noch einmal"
"An error occurred while saving the password. Please try again later.";"Beim Speichern des Passworts ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while saving your loyalty card.";"Beim Speichern Ihrer Kundenkarte ist ein Fehler aufgetreten."
"An error occurred while saving your loyalty card. Please fill all fields in.";"Beim Speichern Ihrer Kundenkarte ist ein Fehler aufgetreten. Bitte füllen Sie alle Felder aus."
"An error occurred while validating point. Please try again later.";"Während der verwaltung der Punkte ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"Card name";Kartennamen
Conditions;Bedingungen
Congratulations;Gratulation
"Current card";"Aktuelle Karte"
"Delete this password?";"Möchten Sie dieses Passwort löschen ?"
"Employee's name";Mitarbeitername
"Employee's name:";"Name des Mitarbeiters:"
"Employee's password";"Passwort des Mitarbeiters"
"Employee's password:";"Mitarbeiters Passwort:"
"Enter the password";"Geben Sie das Kennwort"
"My new loyalty card";"Meine neue Kundenkarte"
"My passwords";"Meine Passwörter"
"Number of points";Punkte
"Please enter a name";"Bitte geben Sie einen Namen ein"
"Please enter the password";"Bitte geben Sie das Passwort ein"
"Please log in.";"Bitte melden Sie sich an"
"Please show your phone to the store person so that he enters his password";"Bitte zeigen Sie Ihr Telefon der Store-Person damit er sein Kennwort eingibt"
"Point%s successfully validated";"Punkt %s erfolgreich verwaltet"
"Previous cards";"vorherige Karte"
Reward;Belohnung
