"Please enter properly the following fields: <br />";"Παρακαλούμε συμπληρώστε σωστά τα πεδία: <br />"
Twitter;Twitter
Website;Ιστοσελίδα
"You have received a message from a contact:";"Η εφαρμογή σας, σάς έστειλε ένα μήνυμα από:"
"Your email";E-mail
"Your message has been sent";"Το μήνυμά σας εστάλει επιτυχώς"
"Your request";"Το μήνυμά σας"
"Zip code";Τ.Κ.
"%s - Account creation";"%s - Δημιουργία Λογαριασμού"
"%s - Your new password";"%s - Ο νέος σας κωδικός"
"%s – Account creation";"%s – Δημιουργία Λογαριασμού"
"%s – Your new password";"%s – Ο νέος σας κωδικός"
"A request to reset your password has been made.";"Η αίτηση για την επαναφορά του κωδικού πρόσβασής σας έχει γίνει."
"An error occurred while connecting to your Facebook account. Please try again later";"Παρουσιάστηκε σφάλμα κατά τη σύνδεση στο λογαριασμό σας στο Facebook. Παρακαλώ δοκιμάστε ξανά αργότερα"
"Are you sure you want to remove this user?";"Είστε βέβαιοι ότι θέλετε να καταργήσετε αυτόν τον χρήστη?"
"Change Password";"Αλλαγή Κωδικού"
"Congratulations,";"Συγχαρητήρια,"
"Create";"Δημιουργώ"
"Create a new user";"Δημιουργήστε έναν νέο χρήστη"
"Create an account";"Δημιουργήστε έναν λογαριασμό"
"Customer";"Πελάτης"
"Customers";"Πελάτες"
"Disconnect";"Αποσύνδεση"
"Edit the user %s";"Επεξεργαστείτε το χρήστη% s"
"First name";"Όνομα"
"Forgot your password?";"Ξεχάσατε τον κωδικό σας?"
"Gender";"Φύλλο"
"Here are your credentials:";"Εδώ είναι τα διαπιστευτήριά σας:"
"I accept the <u>privacy policy</u>";"Αποδέχομαι την <u> Πολιτική Προστασίας Προσωπικών Δεδομένων </ u>"
"If you encounter any problems, do not hesitate to contact us:";"Αν αντιμετωπίσετε κάποιο πρόβλημα, μην διστάσετε να επικοινωνήσετε μαζί μας:"
"Last name";"Επώνυμο"
"Login:";"Σύνδεση :"
"Miss";"Δεσποινίς"
"Mr";"Κύριος"
"Mrs";"Κυρία"
"My Account";"Ο Λογαριασμός μου"
"My application's users";"Οι χρήστες των εφαρμογών μου"
"Old Password";"Παλιός Κωδικός"
"Or with your account";"Ή με το λογαριασμό σας"
"Please enter your email address. We'll send you your password right now.";"Παρακαλώ εισάγετε τη διεύθυνση email σας. Θα σας στείλουμε τον κωδικό πρόσβασής σας τώρα."
"Please log in with your mobile phone";"Παρακαλώ συνδεθείτε με το κινητό σας τηλέφωνο"
"Privacy Policy";"Πολιτική Προστασίας Προσωπικών Δεδομένων"
"See you soon,";"Θα σε δώ σύντομα,"
"Show me in ranking";"Δείξε μου την κατάταξη"
"The old email address does not match the entered email address.";"Η παλιά διεύθυνση ηλεκτρονικού ταχυδρομείου δεν ταιριάζει με την καταχωρημένη διεύθυνση ηλεκτρονικού ταχυδρομείου."
"This user can access the pages locked by the ""Locker"" feature";"Αυτός ο χρήστης μπορεί να έχει πρόσβαση στις κλειδωμένες σελίδες από το χαρακτηριστικό ""Locker"""
"This user is visible in ranking";"Αυτός ο χρήστης είναι ορατός στην κατάταξη"
"User";"Χρήστης"
"User Information";"Πληροφορίες Χρήστη"
"Users";"Χρήστες"
"We are sorry but the %s account is already linked to one of our customers";"Λυπούμαστε, αλλά ο λογαριασμός % s είναι ήδη συνδεδεμένος με έναν από τους πελάτες μας"
"You have created your account. With this account, you will be able to enjoy great offers available in our application.";"Έχετε δημιουργήσει το λογαριασμό σας. Με αυτόν τον λογαριασμό, θα είστε σε θέση να απολαύσετε τις υπέροχες προσφορές που είναι διαθέσιμες στην εφαρμογή μας."
"Your account has been successfully saved";"Ο λογαριασμός σας έχει αποθηκευτεί επιτυχώς"
"%d Unread Messages";"%d μη-αναγνωσμένα μηνύματα"
"%s ago";"πριν %s"
"404, page not found";"404, δεν βρέθηκε"
"APIs";"APIs"
"Access restricted to authorized members only";"Η πρόσβαση είναι περιορισμένη μόνο σε μέλη."
"Accounts";"Λογαριασμοί"
"Action";"Ενέργεια"
"Actions";"Ενέργειες"
"Add";"Προσθήκη"
"Add a";"Προσθέστε ένα"
"Add an <br /><span class=""bold"">image</span>";"Προσθέστε μία <br /><span class=""bold"">εικόνα</span>"
"Add image";"Προσθήκη εικόνας"
"Add<br /><span class=""bold"">Pictures</span>";"Προσθήκη <br /><span class=""bold"">εικόνων</span>"
"Address";"Διεύθυνση"
"All items";"Όλες"
"An error occurred during process. Please try again later.";"Υπήρξε σφάλμα κατά την επεξεργασία. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred during the process. Please try again later.";"Υπήρξε σφάλμα κατά την επεξεργασία. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while loading places.";"Υπήρξε σφάλμα κατά την φόρτωση τοποθεσιών."
"An error occurred while loading. Please try again later.";"Υπήρξε σφάλμα κατά την φόρτωση. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while loading. Please, try again later.";"Υπήρξε σφάλμα κατά την φόρτωση. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while saving";"Υπήρξε σφάλμα κατά την αποθήκευση."
"An error occurred while saving your account. Please try again later.";"Υπήρξε σφάλμα κατά την αποθήκευση του λογαριασμού σας. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while saving your picture. Please try againg later.";"Υπήρξε σφάλμα κατά την αποθήκευση της εικόνας σας. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while saving. Please try again later.";"Υπήρξε σφάλμα κατά την αποθήκευση. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while saving. Please, try again later.";"Υπήρξε σφάλμα κατά την αποθήκευση. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while uploading your file. Please, try again later.";"Υπήρξε σφάλμα κατά το ανέβασμα του αρχείου. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An unexpected error occurred while calculating the route.";"Υπήρξε σφάλμα κατά τον υπολογισμό της διαδρομής."
"Appearance";"Εμφάνιση"
"Application";"Εφαρμογή"
"Application Name";"Όνομα εφαρμογής"
"Applications";"Εφαρμογές"
"Are you sure you want to delete this element?";"Είστε σίγουροι πως θέλετε να διαγράψετε αυτό το στοιχείο?"
"Are you sure you want to remove this account?";"Είστε σίγουροι πως θέλετε να διαγράψετε αυτόν τον λογαριασμό?"
"Are you sure you want to use this discount?";"Είστε σίγουροι πως θέλετε να χρησιμοποιήσετε αυτή την έκπτωση?"
"Audio";"Ήχος"
"Authentication failed. Please check your email and/or your password";"Η ταυτοποίηση απέτυχε. Παρακαλούμε ελέγξτε το E-mail και/ή τον κωδικό σας"
"Back";"Πίσω"
"Background";"Φόντο"
"Booking";"Κράτηση"
"Browse";"Αναζήτηση"
"Calendar";"Ημερολόγιο"
"Can only be used once";"Μπορεί να χρησιμοποιηθεί μόνο μία φορά"
"Cancel";"Ακύρωση"
"Cart";"Καλάθι"
"Catalog";"Κατάλογος"
"Category";"Κατηγορία"
"Change password";"Αλλαγή κωδικού"
"City";"Πόλη"
"City:";"Πόλη:"
"Close";"Κλείσιμο"
"Comment";"Σχόλιο"
"Comments";"Σχόλια"
"Commerce";"Κατάστημα"
"Communication";"Επικοινωνία"
"Company";"Εταιρεία"
"Coms";"ΚΟΑ"
"Conditions";"Όροι"
"Confirm Password";"Επαλήθευση κωδικού"
"Confirm new password";"Επαλήθευση νέου κωδικού"
"Contact";"Επικοινωνία"
"Contact successfully added to your address book";"Η επαφή αποθηκεύτηκε επιτυχώς στο βιβλίο επαφών σας"
"Contest";"Διαγωνισμός"
"Country";"Χώρα"
"Country:";"Χώρα:"
"Create";"Δημιουργία"
"Create a new account";"Δημιουργία νέου λογαριασμού"
"Create an account";"Δημιουργία λογαριασμού"
"Created at";"Δημιουργήθηκε:"
"Created at:";"Δημιουργήθηκε:"
"Currency";"Νόμισμα"
"Current password";"Τρέχον κωδικός"
"Custom Page";"Custom σελίδα"
"Dashboard";"Πίνακας διαχείρισης"
"Date";"Ημ/νία"
"Date of birth";"Ημ/νία γέννησης"
"Date of birth:";"Ημ/νία γέννησης:"
"Default Languages";"Προεπιλεγμένες γλώσσες"
"Delete";"Διαγραφή"
"Delivery";"Διανομή"
"Description";"Περιγραφή"
"Description:";"Περιγραφή:"
"Details";"Λεπτομέρειες"
"Discount";"Έκπτωση"
"Edit";"Επεξεργασία"
"Edit the account";"Επεξεργασία λογαριασμού"
"Editing";"Επεξεργασία"
"Email";"E-mail"
"Email address";"E-mail"
"Email:";"E-mail:"
"End at";"Ολοκληρώθηκε"
"Error : <br/>";"Σφάλμα: <br/>"
"Errors : <br/>";"Σφάλματα: <br/>"
"Export your customers";"Εξαγωγή πελατών"
"Extension not allowed, '%s' only";"Η επέκταση αυτή δεν επιτρέπεται, μόνο '%s'"
"Extension not allowed, '%s' solamente";"Η επέκταση αυτή δεν επιτρέπεται, μόνο '%s'"
"Facebook";"Facebook"
"First name";"Όνομα"
"First name:";"Όνομα:"
"Firstname";"Όνομα"
"Firstname:";"Όνομα:"
"Folder";"Φάκελος"
"Forgot your password ?";"Ξεχάσατε τον κωδικό σας?"
"Forgot your password? Don't worry! Simply enter your email address and we'll send you a new one right now.";"Ξεχάσατε τον κωδικό σας? Μην ανησυχείτε! Συμπληρώστε απλώς το E-mail σας και θα σας στείλουμε έναν καινούριο."
"Form";"Φόρμα"
"Gender";"Γένος"
"General";"Γενικά"
"Hello,";"Γειά,"
"Here is your new password:";"Ο νέος σας κωδικός:"
"How do you want to access the backoffice if you remove the only user remaining?";"Πώς θα έχετε πρόσβαση στο backoffice όταν είστε ο μόνος χρήστης που απομένει?"
"I accept the <u>privacy policy</u>";"Δέχομαι την <u>Πολιτική Προστασίας Προσωπικών Δεδομένων</u>"
"ID";"ID"
"Image not high enough, %spx minimum allowed.";"Το ύψος της εικόνας, δεν είναι αρκετό. Χρειάζεται %spx ύψος τουλάχιστον."
"Image not large enough, %spx minimum allowed.";"Η εικόνα, δεν είναι αρκετά μεγάλη. Χρειάζεται %spx τουλάχιστον είτε ύψος, είτε πλάτος."
"Image not large enough, '%s' allowed.";"Η εικόνα, δεν είναι αρκετά μεγάλη. Χρειάζεται '%s'."
"Image successfully saved";"Η εικόνα αποθηκεύτηκε επιτυχώς"
"Image too high, %spx maximum allowed.";"Το ύψος της εικόνας, είναι πολύ μεγάλο. Χρειάζεται μέχρι %spx ύψος."
"Image too large, %spx maximum allowed.";"Η εικόνα είναι αρκετά μεγάλη. Χρειάζεται μέχρι %spx είτε ύψος, είτε πλάτος."
"Image too large, '%s' allowed.";"Η εικόνα είναι αρκετά μεγάλη. Χρειάζεται '%s'."
"Images";"Εικόνες"
"In order to fully enjoy our features, we encourage you to use at least:.<br />";"Για να χρησιμοποιήσετε όλες μας τις δυνατότητες, σας προτείνουμε να χρησιμοποιήσετε τουλάχιστον:<br />"
"In order to publish your application, we need:<br />- ";"Για να εξάγουμε την εφαρμογή σας, χρειαζόμαστε: <br /> -"
"Incorrect filetype.";"Λάθος τύπος αρχείου."
"Info successfully saved";"Οι πληροφορίες αποθηκεύτηκαν επιτυχώς"
"Information";"Πληροφορίες"
"Informations";"Πληροφορίες"
"Infos successfully saved";"Οι πληροφορίες αποθηκεύτηκαν επιτυχώς"
"Insert a <br /><span class=""bold"">cover image</span>";"Προσθέστε μία <br /><span class=""bold"">εικόνα cover</span>"
"Invalid place";"Λανθασμένη τοποθεσία"
"Invoice %s";"Παραστατικό %s"
"Invoices";"Παραστατικά"
"Last Name";"Επώνυμο"
"Lastname";"Επώνυμο"
"Lastname:";"Επώνυμο:"
"Latitude";"Latitude"
"Latitude:";"Latitude:"
"Like";"Μου αρέσει"
"Likes";"Likes"
"Link";"Σύνδεσμος"
"Links";"Σύνδεσμοι"
"Load More";"Φόρτωση περισσoτέρων"
"Load more";"Φόρτωση περισσoτέρων"
"Locate";"Βρείτε στον χάρτη"
"Location:";"Τοποθεσία:"
"Log in";"Είσοδος"
"Log-in";"Είσοδος"
"Log-out";"Έξοδος"
"Logged in as";"Σύνδεση ως"
"Login";"Είσοδος"
"Longitude";"Longitude"
"Longitude:";"Longitude:"
"Loyalty Card";"Κάρτα Πόντων"
"MM,d yy";"d, MM yy"
"MM/dd/y";"dd/MM/y"
"MM/dd/y 'at' hh:mm a";"dd/MM/y 'at' hh:mm a"
"MM/dd/y hh:mm a";"dd/MM/y hh:mm a"
"MM/dd/yy";"dd/MM/yy"
"MM/dd/yyyy";"dd/MM/yyyy"
"MMMM dd y";"dd MMMM y"
"Main category";"Κύρια κατηγορία"
"Make this image colorizable";"Δώστε σε αυτό το εικονίδιο δυνατότητα αλλαγής χρώματος"
"Manage";"Διαχείριση"
"Map";"Χάρτης"
"Maps";"Χάρτες"
"Message from your app %s";"Μήνυμα από την εφαρμογή σας %s"
"Messages";"Μηνύματα"
"Miss";"Δεσποινίς"
"Modules";"Modules"
"More";"Περισσότερα"
"Mr";"Κύριος"
"Mrs";"Κυρία"
"My Invoices";"Τα παραστατικά μου"
"My account";"Ο λογαριασμός μου"
"My information";"Οι πληροφορίες μου"
"My invoices";"Τα παραστατικά μου"
"Name";"Όνομα"
"Never";"Ποτέ"
"New";"Νέο"
"Newswall";"Νέα"
"Next";"Επόμενο"
"No";"Όχι"
"No address to display on map.";"Δεν υπάρχει διεύθυνση για προβολή στον χάρτη"
"No file found.";"Δεν βρέθηκε αρχείο."
"No place to display on map.";"Δεν υπάρχει τοποθεσία για προβολή στον χάρτη"
"No results";"Δεν βρέθηκαν αποτελέσματα"
"No uploaded image";"Δεν ανέβηκε εικόνα"
"Nothing to display";"Δεν υπάρχει κάτι για προβολή"
"Number";"Αριθμός"
"OK";"ΟΚ"
"OR";"Ή"
"Ouch, this page doesn't exist";"Ουπς! Αυτή η σελίδα δεν υπάρχει"
"Padlock";"Λουκέτο"
"Password";"Κωδικός"
"Password:";"Κωδικός:"
"Passwords don't match";"Οι κωδικοί δεν ταυτίζονται"
"Payment";"Πληρωμή"
"Phone";"Τηλέφωνο"
"Phone:";"Τηλέφωνο:"
"Photos";"Φωτογραφίες"
"Picture%s";"eikona%s"
"Places";"Τοποθεσίες"
"Plans";"Πακέτα"
"Platform Name";"Όνομα πλατφόρμας"
"Player";"Player"
"Please enter a password";"Παρακαλούμε συμπληρώστε έναν κωδικό"
"Please enter a valid URL.";"Παρακαλούμε συμπληρώστε ένα έγκυρο URL."
"Please enter a valid credit card number.";"Παρακαλούμε συμπληρώστε έναν έγκυρο αριθμό κάρτας."
"Please enter a valid date (ISO).";"Παρακαλούμε συμπληρώστε μία έγκυρη ημερομηνία (ISO)."
"Please enter a valid date.";"Παρακαλούμε συμπληρώστε μία έγκυρη ημερομηνία."
"Please enter a valid email address";"Παρακαλούμε συμπληρώστε ένα έγκυρο E-mail"
"Please enter a valid email address.";"Παρακαλούμε συμπληρώστε ένα έγκυρο E-mail."
"Please enter a valid number.";"Παρακαλούμε συμπληρώστε έναν έγκυρο αριθμό."
"Please enter a valid url";"Παρακαλούμε συμπληρώστε ένα έγκυρο URL"
"Please enter a value between {0} and {1} characters long.";"Παρακαλούμε συμπληρώστε μία τιμή μεταξύ {0} και {1} χαρακτήρων."
"Please enter a value between {0} and {1}.";"Παρακαλούμε συμπληρώστε μία τιμή μεταξύ {0} και {1}."
"Please enter a value greater than or equal to {0}.";"Παρακαλούμε συμπληρώστε μία τιμή μεγαλύτερη ή ίση της {0}."
"Please enter a value less than or equal to {0}.";"Παρακαλούμε συμπληρώστε μία τιμή μικρότερη ή ίση της {0}."
"Please enter at least {0} characters.";"Παρακαλούμε συμπληρώστε τουλάχιστον {0} χαρακτήρες."
"Please enter no more than {0} characters.";"Παρακαλούμε συμπληρώστε λιγότερους από {0} χαρακτήρες."
"Please enter only digits.";"Παρακαλούμε συμπληρώστε μόνο με αριθμούς."
"Please enter the same value again.";"Παρακαλούμε συμπληρώστε την ίδια τιμή ξανά."
"Please enter your email address";"Παρακαλούμε συμπληρώστε το E-mail σας"
"Please enter your email address. We'll send you your password right now.";"Παρακαλούμε συμπληρώστε το E-mail σας. Θα σας στείλουμε αμέσως τον κωδικό σας."
"Please fill in the following fields:";"Παρακαλούμε συμπληρώστε τα πεδία:"
"Please fix this field.";"Παρακαλούμε διορθώστε αυτό το πεδίο."
"Please log in.";"Παρακαλούμε συνδεθείτε."
"Please, enter a correct email address.";"Παρακαλούμε συμπληρώστε ένα έγκυρο E-mail."
"Please, enter a date greater than today";"Παρακαλούμε συμπληρώστε μία ημερομηνία διαφορετική από την σημερινή"
"Please, enter a password.";"Παρακαλούμε συμπληρώστε έναν κωδικό"
"Please, enter a valid date";"Παρακαλούμε συμπληρώστε μία έγκυρη ημερομηνία"
"Podcast";"Podcast"
"Podcast URL (iTunes format)";"Podcast URL (iTunes)"
"Podcast type is invalid or can't be found";"Ο τύπος του podcast είναι μη-έγκυρος, ή δεν υπάρχει"
"Postcode";"Τ.Κ."
"Postcode:";"Τ.Κ."
"Price:";"Τιμή:"
"Privacy Policy";"Πολιτική Προστασίας Προσωπικών Δεδομένων"
"Push";"Push"
"Push Notifications";"Μηνύματα Push"
"RSS Feed";"RSS"
"Required fields";"Υποχρεωτικά πεδία"
"Resize your picture";"Αλλαγή μεγέθους εικόνας"
"Resize your picture:";"Αλλαγή μεγέθους εικόνας:"
"SEND";"Αποστολή"
"Save";"Αποθήκευση"
"Search";"Αναζήτηση"
"Select a country";"Επιλογή χώρας"
"Select all";"Επιλογή όλων"
"Send";"Αποστολή"
"Send your pictures";"Αποστολή εικόνων"
"Set Meal";"Ορίστε γεύμα"
"Settings";"Ρυθμίσεις"
"Size:";"Μέγεθος:"
"Source code";"Πηγαίος κώδικας"
"Street";"Διεύθυνση"
"Street:";"Διεύθυνση:"
"Subscriptions";"Συνδρομές"
"Support";"Υποστήριξη"
"Support Link";"Σύνδεσμος Υποστήριξης"
"Tax";"Φόρος"
"Taxes";"Φόροι"
"Text";"Κείμενο"
"The account has been successfully saved";"Ο λογαριασμός αποθηκεύτηκε επιτυχώς"
"The address you're looking for does not exists.";"Η διεύθυνση που αναζητάτε δεν υπάρχει."
"The email is required";"Το E-mail είναι υποχρεωτικό"
"The file %s does not exist";"Το αρχείο %s δεν υπάρχει"
"The file '%s' does not exist";"Το αρχείο '%s' δεν υπάρχει"
"The image '%s' does not exist";"Η εικόνα '%s' δεν υπάρχει"
"The image size '%s' could not be detected.";"Δεν εφικτό να ανιχνευτεί το μέγεθος εικόνας '%s'."
"The old password does not match the entered password.";"Ο παλιός Κωδικός δεν ταυτίζεται με τον καταχωρημένο Κωδικό."
"The password is required";"Ο Κωδικός είναι υποχρεωτικός"
"The password must be at least 6 characters";"Ο Κωδικός πρέπει να αποτελείται από τουλάχιστον 6 χαρακτήρες"
"The payment has been cancelled, something wrong happened? Feel free to contact us.";"Η πληρωμή ακυρώθηκε. Μήπως κάτι δεν πήγε καλά? Παρακαλούμε με διστάσσετε να επικοινωνήσετε μαζί μας."
"This administrator does not exist";"Αυτός ο Διαχειριστής δεν υπάρχει"
"This email address is already used";"Αυτο το E-mail χρησιμοποιείται ήδη"
"This field is required";"Αυτό το πεδίο είναι υποχρεωτικό"
"This field is required.";"Αυτο το πεδίο είναι υποχρεωτικό"
"This section is unlocked for mobile users only";"Αυτή η ενότητα είναι προσβάσιμη από χρήστες κινητών μόνο"
"This user does not exist.";"Αυτός ο χρήστης δεν υπάρχει"
"Timezone";"Ζώνη ώρας"
"Title";"Τίτλος"
"Title:";"Τίτλος:"
"Total";"Σύνολο"
"Translations";"Μεταφράσεις"
"Unable to add the contact to your address book";"Δεν ήταν εφικτή η προσθήκη της επαφής στο βιβλίο επαφών σας"
"Unable to calculate the route.";"Δεν ήταν εφικτός ο υπολογισμός της διαδρομής."
"Unable to save image";"Δεν ήταν εφικτή η αποθήκευση της εικόνας"
"Unrecognized image format";"Άγνωστος τύπος αρχείου"
"Updated at";"Ανανεώθηκε στις"
"Use this coupon";"Χρήση του κουπονιού"
"User";"Χρήστης"
"User successfully saved";"Ο χρήστης αποθηκεύτηκε επιτυχώς"
"Username";"Όνομα χρήστη"
"Users";"Χρήστες"
"VAT Number";"ΑΦΜ"
"Valid until";"Ισχύει έως"
"Validate";"Επικύρωση"
"Version %s";"Έκδοση %s"
"Video";"Vídeo"
"Videos";"Vídeos"
"View";"Προβολή"
"We are sorry but this address is already used.";"Συγνώμη, αλλά αυτή η διεύθυνση χρησιμοποιείται ήδη."
"We are sorry but this email address already exists.";"Συγνώμη, αλλά αυτό το E-mail χρησιμοποιείται ήδη."
"We are sorry but this feature is not available yet";"Συγνώμη, αλλά αυτή η δυνατότητα δεν είναι ακόμα διαθέσιμη."
"Website";"Ιστοσελίδα"
"Yes";"Ναι"
"You already have this user in your contact";"Έχετε ήδη αυτό τον χρήστη στις επαφές σας"
"You are gone offline";"Είστε εκτός σύνδεσης"
"You can upload a pem certificate only.";"Μπορείτε να ανεβάσετε μόνο ένα πιστοποιητικό .pem."
"You can upload a zip archive only.";"Μπορείτε να ανεβάσετε μόνο συμπιεσμένο αρχείο .zip."
"You can upload an icon only (.ico and .png).";"Μπορείτε να ανεβάσετε μόνο αρχείο εικονιδίου (.ico ή .png)."
"You can upload an image only (.jpg, .jpeg, .gif and .png).";"Μπορείτε να ανεβάσετε μόνο αρχείο εικόνας (.jpg, .jpeg, .gif ή .png)."
"You can't upload more than one file at a time.";"Μπορείτε να ανεβάσετε μόνο ένα αρχείο τη φορά."
"You must be logged in to post a comment";"Πρέπει να είστε συνδεδεμένοι για να κάνετε σχόλιο"
"You must give the permission to the app to add a contact to your address book";"Πρέπει να δώσετε άδεια πρόσβασης στις επαφές σας στην εφαρμογή."
"You must share your location to access this page.";"Πρέπει να μοιραστείτε την τοποθεσία σας για να έχετε πρόσβαση σε αυτή την σελίδα."
"Your browser is too old to view the content of our website.<br />";"Ο browser σας είναι πολύ παλιός για να δείξει το περιεχόμενο της ιστοσελίδας μας.<br />"
"Your comment";"Σχόλιο"
"Your email address";"E-mail"
"Your email address does not exist";"Το E-mail σας δεν υπάρχει"
"Your name";"Όνομα"
"Your new password has been sent to the entered email address";"Ο νέος σας Κωδικός εστάλει επιτυχώς στο συμπληρωμένο E-mail"
"Your password does not match the entered password.";"Ο Κωδικός δεν ταυτίζεται με τον καταχωρημένο Κωδικό."
"Youtube";"Youtube"
"close";"κλείσιμο"
"day";"ημέρα"
"days";"ημέρες"
"en";"el"
"hour";"ώρα"
"hours";"ώρες"
"loading";"φόρτωση"
"minute";"λεπτό"
"minutes";"λεπτά"
"picture";"φωτογραφία"
"second";"δευτερόλεπτο"
"seconds";"δευτερόλεπτα"
"title";"τίτλος"
"titles";"τίτλοι"
"to add a subfolder.";"για να προσθέστε υποφάκελο."
"An error occurred while deleting the event";"Παρουσιάστηκε σφάλμα κατά τη διαγραφή της εκδήλωσης"
"An error occurred while loading this event";"Παρουσιάστηκε σφάλμα κατά τη φόρτωση αυτής της εκδήλωσης"
"Beginning date:";"Ημ/νία έναρξης:"
"Calendar successfully deleted";"Το ημερολόγια αποθηκεύτηκε επιτυχώς"
"Calendar's URL";"Σύνδεσμος ημοερολογίου"
"Calendar's title";"Τίτλος ημερολογίου"
"Change picture";"Αλλαγή εικόνας"
"Create a new event";"Δημιουργία νέου event"
"Custom Page";"Προσαρμοσμένη σελίδα"
"Delete this calendar?";"Διαγραφή αυτού του ημερολογίου?"
"Delete this event?";"Διαγραφή αυτής της εκδήλωσης?"
"Ending date:";"Ημ/νία λήξης:"
"Enter your calendar's title";"Συμπληρώστε τον τίτλο του ημερολογίου σας"
"Event";"Εκδήλωση"
"Event successfully deleted";"Το event διεγράφη επιτυχώς"
"Event successfully saved";"Το event αποθηκεύτηκε επιτυχώς"
"Event title:";"Τίτλος Εκδήλωσης:"
"Illustration";"Εικόνα"
"Max size: 2000x2000px - allowed formats: jpg & png";"Μέγιστο μέγεθος: 2000x2000px - επιτρέπoνται μορφές: jpg png &"
"Modify the event";"Τροποποιήστε την εκδήλωση"
"RSVP";"RSVP"
"RSVP URL:";"Σύνδεσμος RSVP:"
"Your Facebook page ID";"Η ταυτότητα τoυ Προσωποβιβλίου σας χαχαχαχαχαχαχαχαχαχαχα"
"Your Facebook page ID <span class=""required-entry"">*</span> :";"Η ταυτότητα της Facebook σελίδας σας <span class = ""απαιτείται-είσοδος""> * </ span>:"
"Your calendar is empty";"Το ημερολόγιο σας είναι άδειο"
"iCal";"iCal"
"Add a page";"Προσθέστε μια σελίδα"
"Click on";"Πατήστε κλίκ"
"Click on a page to add it to the folder";"Κάντε σε μία σελίδα για να την προσθέσετε στον φάκελο"
"Click on a page to add it to the folder <span id=""folder_name"" class=""folder_name"">""%s""</span>";"Κάντε σε μία σελίδα για να την προσθέσετε στον φάκελο <span id=""folder_name"" class=""folder_name"">""%s""</span>"
"Close mobile display";"Κλείσιμο mobile προβολής"
"Delete this folder and all its subfolders?";"Διαγραφή αυτού του φακέλου και των περιεχομένων του?"
"Folder title is required";"Είναι υποχρεωτικός ένας τίτλος φακέλου"
"Folders";"Φάκελοι"
"Mobile display";"Mobile προβολή"
"New folder";"Νέος Φάκελος"
"Subtitle";"Υπότιτλος"
"You cannot add this feature";"Δεν μπορείτε να προσθέσετε αυτό το χαρακτηριστικό"
"You must first complete the current category creation process";"Πρέπει πρώτα να ολοκληρώσετε την διαδικασία δημιουργίας της τρέχουσας κατηγορίας"
"You will lose all unsaved changes, continue?";"Θα χάσετε όλες τις μη-αποθηκευμένες αλλαγές. Συνέχεια?"
"to add a folder.";"για να προσθέσετε έναν φάκελο."
"<strong>%s</strong> must be a numerical value<br />";"Το πεδίο <strong>%s</strong> πρέπει να έχει αριθμούς<br />"
"<strong>%s</strong> must be a valid date (e.g. dd/mm/yyyy)<br />";"Το πεδίο <strong>%s</strong> πρέπει να είναι μία έγκυρη ημ/νία (π.χ. ηη/ΜΜ/ΕΕΕΕ)<br />"
"<strong>%s</strong> must be a valid date<br />";"Το πεδίο <strong>%s</strong> πρέπει να είναι μία έγκυρη ημ/νία<br />"
"<strong>%s</strong> must be a valid email address<br />";"Το πεδίο <strong>%s</strong> πρέπει να είναι ένα έγκυρο E-mail<br />"
"<strong>%s</strong> must be filled<br />";"Το πεδίο <strong>%s</strong> πρέπει να συμπληρωθεί<br />"
"Add a field";"Προσθήκη πεδίου"
"Add a section";"Προσθήκη ενότητας"
"Add an option";"Προσθήκη επιλογής"
"An error occurred while saving. A field can't be identified.";"Υπήρξε σφάλμα κατά την αποθήκευση. Κάθε πεδίο πρέπει να είναι προσδιορισμένο."
"Are you sure you want to remove this field?";"Είστε σίγουροι ότι θέλετε να διαγράψετε αυτό το πεδίο?"
"Are you sure you want to remove this section?";"Είστε σίγουροι ότι θέλετε να διαγράψετε αυτή την ενότητα?"
Checkbox;"Κουτάκι επιλογής"
"Choose a field type:";"Επιλογή τύπου πεδίου:"
"Create a new field";"Δημιουργία νέου πεδίου"
Date/Hour;"Ημ/νία / ώρα"
"Drop down";"Λίστα επιλογής"
"Edit field %s";"Επεξεργασία πεδίου %s"
"Field name";"Όνομα πεδίου"
"Field name:";"Όνομα πεδίου:"
Geolocation;Geolocation
Hello,;"Γειά σας,"
"Manage fields";"Διαχείριση πεδίων"
"Manage options:";"Διαχείριση επιλογών:"
"Multiline text";"Πεδίο κειμένου πολλαπλών γραμμών"
Option;Επιλογή
Radio;Radio
"Recipient email:";"E-mail παραλήπτη:"
"The form has been sent successfully";"Το μήνυμά σας εστάλει επιτυχώς"
"You have to choose a field type.";"Πρέπει να επιλέξετε έναν τύπο πεδίου."
"Your app's form";"Φόρμα Επικοινωνίας από App"
