"Email";"Email"
"Email address";"Adresse email"
"Email:";"Email :"
"End at";"Se termine"
"Error : <br/>";"Erreur : <br/>"
"Errors : <br/>";"Erreurs : <br/>"
"Export your customers";"Exportez vos clients"
"Extension not allowed, '%s' only";"Extension non autorisée, '%s' seulement."
"Facebook";"Facebook"
"Firstname";"Prénom"
"Firstname:";"Prénom :"
"Folder";"Dossier"
"Forgot your password ?";"Mot de passe oublié ?"
"Forgot your password? Don't worry! Simply enter your email address and we'll send you a new one right now.";"Vous avez oublié votre mot passe ? Ne vous inquiétez pas ! Saisissez votre adresse email, nous vous en renverrons un immédiatement."
"Form";"Formulaire"
"General";"Général"
"Hello,";"Bonjour,"
"Here is your new password:";"Voici votre nouveau mot de passe :"
"How do you want to access the backoffice if you remove the only user remaining?";"Comment voulez-vous accéder à l'administration si vous supprimez le seul utilisateur restant ?"
"ID";"Id"
"Image not high enough, %spx minimum allowed.";"Image pas assez grande, %spx minimum authorisé."
"Image not large enough, %spx minimum allowed.";"Image pas assez large, %spx minimum authorisé."
"Image not large enough, '%s' allowed.";"Image pas assez large, '%s' autorisé."
"Image too high, %spx maximum allowed.";"Image trop grande, %spx maximum authorisé."
"Image too large, %spx maximum allowed.";"Image trop large, %spx maximum authorisé."
"Image too large, '%s' allowed.";"Image trop large, '%s' maximum authorisé."
"In order to fully enjoy our features, we encourage you to use at least:.<br />";"Pour profiter pleinement de nos fonctionnalités, nous vous encourageons à utiliser au minimum :<br />"
"In order to publish your application, we need:<br />- ";"Afin de publier votre application, nous avons besoin de :<br />"
"Incorrect filetype.";"Type de fichier incorrect."
"Info successfully saved";"Informations sauvegardées avec succès"
"Information";"Informations"
"Informations";"Informations"
"Infos successfully saved";"Informations sauvegardées avec succès"
"Insert a <br /><span class=""bold"">cover image</span>";"Insérez une <br /><span class=""bold"">image de couverture</span>"
"Invalid place";"lieu non valide"
"Invoices";"Factures"
"Last Name";"Nom"
"Lastname";"Nom"
"Lastname:";"Nom de Famille :"
"Like";"Aimez"
"Likes";"Likes"
"Link";"Lien"
"Links";"Liens"
"Load More";"Chargez Plus"
"Locate";"Localiser"
"Location:";"Lieu :"
"Log in";"Connexion"
"Log-in";"Connexion"
"Log-out";"Déconnexion"
"Logged in as";"Connecté en tant que"
"Loyalty Card";"Fidélité"
"MM,d yy";"d MM yy"
"MM/dd/y";"dd/MM/y"
"MM/dd/y 'at' hh:mm a";"dd/MM/y à hh'h'mm"
"MM/dd/y hh:mm a";"dd/MM/y hh:mm"
"MM/dd/yy";"dd/MM/yy"
"MM/dd/yyyy";"dd/MM/yyyy"
"MMMM dd y";"dd MMMM y"
"Main category";"Catégorie principale"
"Make this image colorizable";"Rendre cette image colorisable"
"Manage";"Gérer"
"Map";"Map"
"Maps";"Carte"
"Message from your app %s";"Message en provenance de votre application %s"
"Messages";"Messages"
"Modules";"Modules"
"More";"Plus d'infos"
"My account";"Mon compte"
"My invoices";"Mes factures"
"Name";"Nom"
"Never";"Jamais"
"New";"Nouveau"
"Newswall";"Mur d'actu"
"Next";"Next"
"No";"Non"
"No address to display on map.";"Aucune adresse pour afficher sur la carte."
"No place to display on map.";"Pas de POI pour afficher sur la carte."
"No results";"Aucun résultat"
"No uploaded image";"Aucune image téléchargée"
"Nothing to display";"Rien à afficher"
"Number";"Nombre"
"OK";"OK"
"OR";"OU"
"Ouch, this page doesn't exist";"Oups, cette page n'existe pas"
"Padlock";"Privé"
"Password";"Mot de passe"
"Password:";"Mot de passe :"
"Passwords don't match";"Les mots de passe ne sont pas identiques"
"Payment";"Paiement"
"Phone";"Téléphone"
"Phone:";"Téléphone"
"Photos";"Photos"
"Plans";"Plans"
"Platform Name";"Nom de la plate-forme"
"Player";"Lecteur"
"Please enter a password";"Veuillez saisir un mot de passe."
"Please enter a valid URL.";"SVP entrer une URL valide."
"Please enter a valid credit card number.";"SVP entrez un numéro de carte de crédit valide."
"Please enter a valid date (ISO).";"Se il vous plaît entrer une date valide (ISO)."
"Please enter a valid date.";"SVP entrer une date valide."
"Please enter a valid email address";"Veuillez saisir une adresse email valide"
"Please enter a valid email address.";"SVP entrer une adresse email valide."
"Please enter a valid number.";"SVP entrer un numéro valide."
"Please enter a valid url";"Veuillez saisir une url correcte"
"Please enter a value between {0} and {1} characters long.";"SVP entrer une valeur comprise entre {0} et {1} caractères."
"Please enter a value between {0} and {1}.";"SVP entrer une valeur comprise entre {0} et {1}."
"Please enter a value greater than or equal to {0}.";"SVP entrer une valeur supérieure ou égale à {0}."
"Please enter a value less than or equal to {0}.";"Se il vous plaît entrer une valeur inférieure ou égale à {0}."
"Please enter at least {0} characters.";"SVP entrer au moins {0} caractères."
"Please enter no more than {0} characters.";"Se il vous plaît entrez pas plus de {0} caractères."
"Please enter only digits.";"SVP saisir que des chiffres."
"Please enter the same value again.";"SVP entrer de nouveau la même valeur."
"Please enter your email address";"Veuillez saisir votre adresse email"
"Please fill in the following fields:";"SVP remplir les champs suivants :"
"Please fix this field.";"SVP corriger ce domaine."
"Please log in.";"Veuillez vous connecter..."
"Please, enter a correct email address.";"Veuillez saisir une adresse email valide."
"Please, enter a password.";"Veuillez entrer un mot de passe"
"Please, enter a valid date";"Veuillez saisir une date correcte"
"Podcast";"Podcast"
"Podcast URL (iTunes format)";"URL Podcast (en format iTunes)"
"Podcast type is invalid or can't be found";"Type Podcast est invalide ou ne peut pas être trouvé"
"Postcode";"Code Postal"
"Postcode:";"Code Postal :"
"Push";"Push"
"Push Notifications";"Push"
"Required fields";"Champs obligatoire"
"Resize your picture";"Redimensionnez votre image"
"Resize your picture:";"Redimensionnez votre image :"
"SEND";"ENVOYER"
"Save";"Sauvegarder"
"Search";"Rechercher"
"Select a country";"Sélectionnez un pays"
"Select all";"sélectionner tous"
"Send";"Envoyer"
"Send your pictures";"Envoyez vos images"
"Set Meal";"Produit"
"Settings";"Paramètres"
"Size:";"Taille :"
"Street";"rue"
"Street:";"rue :"
"Subscriptions";"Abonnements"
"Support";"Support"
"Support Link";"Lien du support"
"Tax";"Taxe"
"Taxes";"Taxes"
"Text";"Texte"
"The account has been successfully saved";"Le compte a été sauvegardé avec succès"
"The address you're looking for does not exists.";"L'adresse que vous cherchez n'existe pas."
"The email is required";"L'email est requis"
"The file '%s' does not exist";"Le fichier '%s' n'existe pas"
"The image '%s' does not exist";"L'image '%s' n'existe pas"
"The image size '%s' could not be detected.";"La taille de l'image '%s' ne peut pas être détectée."
"The old password does not match the entered password.";"L'ancien mot de passe ne correspond pas au mot de passe saisi."
"The password is required";"Le mot de passe est requis"
"The password must be at least 6 characters";"Le mot de passe doit comporter au minimum 6 caractères"
"The payment has been cancelled, something wrong happened? Feel free to contact us.";"Le paiement a été annulé, n'hésitez pas à nous contacter."
"This administrator does not exist";"Cette administrateur n'existe pas"
"This email address is already used";"Cette adresse email est déjà utilisée"
"This field is required";"Ce champ est obligatoire"
"This field is required.";"Ce champ est obligatoire."
"This section is unlocked for mobile users only";"Cette section est débloqué pour les utilisateurs de mobiles"
"Timezone";"Fuseau horaire"
"Title";"Titre"
"Title:";"Titre :"
"Total";"Total"
"Unable to add the contact to your address book";"Impossible d'ajouter le contact à votre carnet d'adresses"
"Unable to calculate the route.";"Impossible de calculer l'itinéraire."
"Unable to save image";"Impossible d'enregistrer l'image"
"Unrecognized image format";"Format d'image non reconnu"
"Updated at";"Mise à jour le"
"Use this coupon";"Utiliser cette promo"
"User";"Utilisateur"
"User successfully saved";"Utilisateur correctement sauvegardé"
"Username";"Nom d'utilisateur"
"Users";"Utilisateurs"
"VAT Number";"Numéro de TVA"
"Validate";"Valider"
"Version %s";"Version %s"
"View";"Voir"
"We are sorry but this address is already used.";"Nous sommes désolés mais cette adresse est déjà utilisée."
"We are sorry but this email address already exists.";"Nous sommes désolés mais cette adresse existe déjà."
"We are sorry but this feature is not available yet";"Nous sommes désolé mais cette fonctionnalité n'est pas encore disponible"
"Website";"Site Web"
"Yes";"Oui"
"You already have this user in your contact";"Vous avez déjà cet utilisateur dans vos contacts"
"You are gone offline";"Vous êtes déconnecté"
"You can upload a pem certificate only.";"Vous ne pouvez seulement envoyer qu'un certificat .pem"
"You can upload a zip archive only.";"Vous ne pouvez seulement envoyer qu'une archive .zip"
"You can upload an icon only (.ico and .png).";"Vous ne pouvez seulement envoyer qu'une icone (.ico et .png)."
"You can upload an image only (.jpg, .jpeg, .gif and .png).";"Vous ne pouvez seulement envoyer qu'une image (.jpg, .jpeg, .gif et .png)."
"You can't upload more than one file at a time.";"Vous ne pouvez pas envoyer plusieurs fichiers en même temps"
"You must be logged in to post a comment";"Vous devez être connecté pour poster un commentaire"
"You must give the permission to the app to add a contact to your address book";"Vous devez donner la permission à l'application pour ajouter un contact à votre carnet d'adresses"
"You must share your location to access this page.";"Vous devez partager votre position pour accéder à cette page."
"Your browser is too old to view the content of our website.<br />";"Votre navigateur est trop ancien pour voir le contenu de notre site web.<br />"
"Your comment";"Votre commentaire"
"Your email address";"Votre email"
"Your email address does not exist";"Votre adresse email n'existe pas"
"Your name";"Votre nom"
"Your new password has been sent to the entered email address";"Un nouveau mot de passe vous a été envoyé à l'adresse email saisie"
"Your password does not match the entered password.";"Votre mot de passe ne correspond pas au mot de passe entré dans la confirmation."
"Youtube";"Youtube"
"close";"Fermer"
"day";"jour"
"days";"journées"
"en";"fr"
"hour";"heure"
"hours";"heures"
"loading";"chargement"
"minute";"minute"
"minutes";"minutes"
"picture";"illustration"
"second";"deuxième"
"seconds";"secondes"
"title";"Titre"
"titles";"titres"
"to add a subfolder.";"pour ajouter un sous-dossier."
"An error occurred while deleting the event";"Une erreur est survenue lors de la suppression de l'événement"
"An error occurred while loading this event";"Une erreur est survenue lors du chargement de l'événement"
"Beginning date:";"Date de début :"
"Calendar successfully deleted";"Agenda supprimé avec succès"
"Calendar's URL";"Adresse de votre agenda"
"Calendar's title";"Titre de votre agenda"
"Change picture";"Modifiez l'illustration"
"Create a new event";"Créer un nouvel événement"
"Custom Page";Custom
"Delete this calendar?";"Êtes-vous sûr de vouloir supprimer cet agenda ?"
"Delete this event?";"Êtes-vous sûr de vouloir supprimer cet événement ?"
"Ending date:";"Date de fin :"
"Enter your calendar's title";"Entrez le titre de votre agenda"
Event;Evénement
"Event successfully deleted";"Evènement supprimé avec succès"
"Event successfully saved";"L'événement a été sauvegardé avec succès"
"Event title:";"Nom de l'événement :"
Illustration;Illustration
"Max size: 2000x2000px - allowed formats: jpg & png";"Taille maximum : 2000x2000px - formats autorisés : jpg et png"
"Modify the event";"Modifier l'événement"
RSVP;RSVP
"RSVP URL:";"Url RSVP :"
"Your Facebook page ID";"Identifiant de votre page Facebook"
"Your Facebook page ID <span class=""required-entry"">*</span> :";"Identifiant de votre page Facebook <span class=""required-entry"">*</span> :"
"Your calendar is empty";"Il n'y a pas d'événements dans votre agenda"
iCal;iCal
"Add a page";"Ajouter une page"
"Click on";"Cliquez sur"
"Click on a page to add it to the folder <span id=""folder_name"" class=""folder_name"">""%s""</span>";"Cliquez sur une page pour l'ajouter au dossier <span id=""folder_name"" class=""folder_name"">""%s""</span>"
"Click on a page to add it to the folder";"Cliquez sur une page pour l'ajouter au dossier"
"Close mobile display";"Fermer l'affichage mobile"
"Delete this folder and all its subfolders?";"Etes-vous sûr de vouloir supprimer ce dossier et tous ses sous-dossiers ?"
"Folder title is required";"Le titre du dossier est obligatoire."
"Folders";"Dossiers"
"Mobile display";"Affichage mobile"
"New folder";"Nouveau dossier"
"Subtitle";"Sous-titre"
"You cannot add this feature";"Vous ne pouvez pas ajouter cette fonctionnalité."
"You must first complete the current category creation process";"Vous devez d'abord terminer la création de cette catégorie"
"You will lose all unsaved changes, continue?";"Vous allez perdre les modifications en cours, voulez-vous continuer ?"
"to add a folder.";"pour ajouter un dossier."
"<strong>%s</strong> must be a numerical value<br />";"<strong>%s</strong> doit être une valeur numerique<br />"
"<strong>%s</strong> must be a valid date (e.g. dd/mm/yyyy)<br />";"<strong>%s</strong> doit être une date valide (e.g. dd/mm/yyyy)<br />"
"<strong>%s</strong> must be a valid date<br />";"<strong>%s</strong> doit être une date<br />"
"<strong>%s</strong> must be a valid email address<br />";"<strong>%s</strong> doit être une adresse email valide<br />"
"<strong>%s</strong> must be filled<br />";"<strong>%s</strong> doit être renseigné<br />"
"Add a field";"Ajouter un champ"
"Add a section";"Ajouter une section"
"Add an option";"Ajouter une option"
"An error occurred while saving. A field can't be identified.";"Une erreur est survenue lors de la sauvegarde. Un champ n'a pas pu être identifié."
"Are you sure you want to remove this field?";"Etes-vous sûr de vouloir supprimer ce champ ?"
"Are you sure you want to remove this section?";"Etes-vous sûr de vouloir supprimer cette section ?"
Checkbox;Checkbox
"Choose a field type:";"Choisissez un type de champ :"
"Create a new field";"Créer un nouveau champ"
Date/Hour;Date/Heure
"Drop down";"Liste déroulante"
"Edit field %s";"Editer le champ %s"
"Field name";"Nom du champ"
"Field name:";"Nom du champ :"
Geolocation;Géolocalisation
Hello,;Bonjour,
"Manage fields";"Gérer les champs"
"Manage options:";"Gérer les options :"
"Multiline text";"Texte multi-ligne"
Option;Option
Radio;Radio
"Recipient email:";"Email du destinataire :"
"The form has been sent successfully";"Le formulaire a été envoyé avec succès"
"You have to choose a field type.";"Vous devez choisir un type de champ."
"Your app's form";"Formulaire de votre application"
"Your form has been filled out, here are the answers:";"Votre formulaire a été rempli, voici les réponses :"
"%s Update";"%s mise à jour"
"All of your modules are up to date";"Tous vos modules sont à jour"
"Click here to send your module";"Cliquez ici pour envoyer votre module"
"Drop your module here";"Lachez votre module ici"
Host;hôte
Installing;Installation
"Installing module <em><span id=""label_module""></span></em>";"Installation du module <em><span id=""label_module""></span></em>"
"Installing your module";"Installation de votre module"
"Module successfully installed";"Module installé avec succès !"
"Module to upload";"Module à télécharger"
"Modules Installation";"Installation des modules"
"Modules successfully installed!";"Modules installés avec succès"
"No directory provided";"Aucun répertoire fourni"
"No module to install";"Aucun module à installer"
"No modules uploaded yet";"Aucun module n'a encore été installé"
"Or set the correct permissions to the following files and folders and try again:";"Ou définir les autorisations appropriées pour les fichiers et dossiers suivants et essayez à nouveau:"
"Package Details";"Détails du Package"
"Path to your system";"Chemin d'accès à votre système"
"Please update the module to the %s version before installing this update.";"SVP mettre à jour le module à la version %s avant d'installer cette mise à jour."
"Please update your system to the %s version before installing this update.";"SVP mettre à jour votre système à la version %s avant d'installer cette mise à jour."
"Please wait, we're installing your module";"Veuillez patienter quelques instants, votre module est en cours d'installation"
"Please, enter a name";"Veuillez saisir le nom"
"Please, fill out all fields";"Veuillez renseigner tous les champs"
Port;Port
"Processing the installation";"Installation en cours"
Retry;Réessayer
"Select a module to upload";"Sélectionner le module à installer :"
"Some files and folder are not writable. You can either provide your FTP access to install this update:";"Certains fichiers et dossiers ne sont pas accessible en écriture. Vous pouvez fournir votre accès FTP pour installer cette mise à jour:"
"Some files don't have the right permissions and can't be updated";"Certains fichiers n'ont pas les bonnes autorisations et ne peuvent pas être mis à jour"
"The database connection failed. Please, check the entered information.";"chec de la connexion. Merci de vérifier vos informations"
"The entered password confirmation does not match the entered password.";"La confirmation du mot de passe n'est pas correct"
"The file %s does not exist";"Le fichier %s n'existe pas"
"The file %s is not writable.";"Le fichier %s n'est pas modifiable."
"The folder %s is not writable.";"Le dossier %s n'a pas les droits en écriture."
"The folder %s is not writable. Please fix this issue and try again.";"Le dossier %s n'a pas les droits en écriture. Veuillez corriger ce problème et réessayer."
"The following files and folders are not writable:";"Les fichiers et dossiers suivants ne sont pas accessible en écriture:"
"The following files and folders are not writable: <br /> - %s";"Les fichiers et dossiers suivants ne sont pas accessible en écriture: <br /> - %s"
"The following folders are not writable: <br /> - %s";"Les dossiers suivants n'ont pas les droits en écriture : <br /> - %s"
"The installation of the module <span id=""installation_failed_module_name""></span> has failed: <span id=""installation_failed_because""></span>";"L'installation du module <span id=""installation_failed_module_name""> </ span> a échoué: <span id=""installation_failed_because""></ span>"
"The package you have uploaded is invalid.";"Le package que vous avez téléchargé n'est pas valide."
"This process may take few minutes, please do not refresh the page";"Ce processus peut prendre quelques minutes, merci de ne pas rafraichir la page."
"This update is designed for the %s, you can't install it in your %s.";"Cette mise à jour est conçu pour %s, vous ne pouvez pas l'installer dans votre %s."
"Unable to connect to your FTP. Please check the connection information.";"Impossible de se connecter à votre FTP. S'il vous plaît vérifier les informations de connexion."
"Unable to detect your site. Please make sure the entered path is correct.";"Impossible de détecter votre site. Se il vous plaît faire que le chemin entré est correct."
"Unable to extract the archive.";"Impossible d'extraire l'archive."
"Unable to open the archive.";"Impossible d'ouvrir l'archive"
"Unable to open the file. Please, make sure that you sent a valid archive.";"Impossible d'ouvrir le fichier. S'il vous plaît, assurez-vous que vous avez envoyé une archive valide."
"Upload a module";"Envoyer un module"
"Upload your modules";"Envoyer vos modules"
Username;"Nom d'utilisateur"
"You already have installed this update.";"Vous avez déjà installé cette mise à jour."
" is now yours!";"est maintenant à vous!"
"%d validated points = ";"%d points validés ="
"validated points =";"Points validés ="
"1 loyalty point =";"1 point de fidélité ="
"1 point";"1 point"
"1 validated point = ";"1 point validé ="
"An error occurred while saving the password. Please try again later";"Une erreur est survenue lors de la sauvegarde du mot de passe. Merci de réessayer ultérieurement"
"An error occurred while saving the password. Please try again later.";"Une erreur est survenue lors de la sauvegarde du mot de passe. Merci de réessayer ultérieurement."
"An error occurred while saving your loyalty card.";"Une erreur est survenue lors de la sauvegarde de votre carte de fidélité."
"An error occurred while saving your loyalty card. Please fill all fields in.";"Une erreur est survenue lors de la sauvegarde de votre carte de fidélité. Merci de renseigner tous les champs."
"An error occurred while validating point. Please try again later.";"Une erreur est survenue lors de la validation. Merci de réessayer ultérieurement."
"Card name";"Nom de la carte"
"Congratulations";"Félicitations"
"Current card";"Carte en cours"
"Delete this password?";"Etes-vous sûr de vouloir supprimer ce mot de passe ?"
"Employee's name";"Nom de l'employé"
"Employee's name:";"Nom de l'employé :"
"Employee's password";"Son mot de passe"
"Employee's password:";"Son mot de passe :"
"Enter the password";"Entrez le mot de passe"
"My new loyalty card";"Ma nouvelle carte de fidélité"
"My passwords";"Mes mots de passe"
"Number of points";"Nombre de points"
"Please enter a name";"Veuillez saisir un nom"
"Please enter the password";"Veuillez saisir le mot de passe"
"Please show your phone to the store person so that he enters his password";"Veuillez tendre votre téléphone au commerçant afin qu'il saisisse son mot de passe"
"Point%s successfully validated";"Point%s validé%s avec succès"
"Previous cards";"Anciennes cartes"
"Reward";"Avantage offert"
"We are sorry but this card is temporarily blocked";"Nous sommes désolés mais votre carte est temporairement bloquée"
"Wrong password. Be carefull! %d remaining attempt%s before locking your card. Ask the store person for validating your point";"Mot de passe erroné. Attention, plus que %d tentative%s avant blocage de votre carte. Veuillez faire valider par le commerçant"
"Wrong password.<br />Be carefull! %d remaining attempt%s before locking your card.<br /> Ask the store person for validating your point";"Mot de passe erroné.<br />Attention, plus que %d tentative%s avant blocage de votre carte.<br />Veuillez faire valider par le commerçant."
"You have exceeded the number of attempts to validate points. Your card is locked for 24h";"Vous avez dépassé le quota d'essai pour valider un point de fidélité. Votre carte est bloquée pour 24h."
"You just finished your card";"Vous venez de clôturer votre carte de fidélité"
"You must be logged in to validate points";"Vous devez être connecté pour pouvoir valider un point de fidélité"
"Your loyalty card has been saved successfully";"Carte de fidélité sauvegardée avec succès"
"Your password must be 4 digits";"Votre mot de passe doit comporter 4 chiffres"
"is now yours!";"est maintenant à vous !"
"point";"point"
"point to validate";"point à valider"
"points to validate";"points à valider"
"%s - Customer Service";"%s - Service clients"
"20.00%";"20.00%"
"Add a picture";"Ajouter une photo"
"Add options";"Ajouter des options"
"Add to cart";"Ajouter au panier"
"An error occurred while proceeding the payment. Please, try again later.";"Une erreur s'est produite lors du paiement. S'il vous plaît, réessayez plus tard."
"An error occurred while proceeding your order. Please, check the following information:";"Une erreur se est produite lors de votre commande. S'il vous plaît, vérifiez les informations suivantes:"
"Are you sure you want to close without saving";"Êtes-vous sûr de vouloir fermer sans enregistrer"
"Are you sure you want to delete this category and all its subcategories?";"Êtes-vous sûr de vouloir supprimer cette catégorie et toutes ses sous-catégories?"
"Are you sure you want to delete this store?";"Êtes-vous sûr de vouloir supprimer ce magasin?"
"Are you sure you want to delete this tax?";"Êtes-vous sûr de vouloir supprimer cette taxe?"
"Are you sure you want to remove this product?";"Êtes-vous sûr de vouloir supprimer ce produit?"
"At least one option is required:";"Au moins une option est requise:"
"Cancelled";"Annulé"
"Carry Out";"effectuer"
"Cart";"panier"
"Cash";"espèces"
"Category";"catégorie"
"Category successfully saved.";"Catégorie sauvegardé avec succès."
"Check";"chèque"
"Choose a delivery method:";"Choisissez une méthode de livraison:"
"Choose a payment method:";"Choisissez une méthode de paiement:"
"Choose a store:";"Choisissez une boutique:"
"Completed";"terminé"
"Connected Printers";"imprimantes connectées"
"Continue shopping";"Poursuivre les achats"
"Create a new options group";"Créer un nouveau groupe d'options"
"Create a new product";"Créer un nouveau produit"
"Create a new tax";"Créer une nouvelle taxe"
"Create a store";"Créer un magasin"
"Credit Card by phone";"Carte de crédit par téléphone"
"Credit card (pay upon pickup or delivery)";"Carte de crédit (payer au magasin ou à la livraison)"
"Customer";"client"
"Customer Service";"Service client"
"Delivery";"livraison"
"Delivery Fees";"Frais de livraison"
"Delivery Method";"Mode de livraison"
"Delivery area";"Zone de livraison"
"Delivery fees";"frais de livraison"
"Delivery fees:";"frais de livraison:"
"Delivery methods";"Modes de livraison"
"Delivery methods:";"Modes de livraison:"
"Delivery radius";"Rayon de livraison"
"Delivery radius:";"Rayon de livraison:"
"Delivery time";"Délai de livraison"
"Delivery time:";"Délai de livraison:"
"Details";"détails"
"Edit a store";"Modifier un magasin"
"Edit the options group %s";"Modifier le groupe d'options %s"
"Edit the product %s";"Modifier le produit %s"
"Edit the tax %s";"Modifier la taxe %s"
"Free delivery starting from";"Livraison gratuite à partir de"
"Free delivery starting from:";"Livraison gratuite à partir de:"
"Here is the detail of the order";"Voici le détail de la commande"
"Here is the detail of your order";"Voici le détail de votre commande"
"Hours of operation";"Heures d'ouverture"
"Hours of operation:";"Heures d'ouverture:"
"In store";"en magasin"
"Meal Voucher";"Titre restaurant"
"Minimum order";"minimum de commande"
"Minimum order:";"minimum de commande:"
"My Cart";"Mon panier"
"My cart is empty";"Mon panier est vide"
"My categories";"Mes catégories"
"My information";"Mes informations"
"My orders";"Mes commandes"
"My product's categories";"Les catégories de mon produit"
"My product's options";"Les options de mon produit"
"My products";"Mes produits"
"My stores";"Mes magasins"
"My taxes";"Mes taxes"
"Name of the options group:";"Nom du groupe d'options:"
"New order from the application";"Nouvelle commande de l'application"
"Number";"nombre"
"Option name";"Nom de l'option"
"Option name:";"Nom de l'option:"
"Options group successfully deleted";"Groupe Options supprimé avec succès"
"Options group successfully saved";"Groupe Options enregistré avec succès"
"Order Number";"Numéro de Commande"
"Order confirmation";"Confirmation de commande"
"Order details";"détails de la commande"
"Order successfully saved";"Commande enregistré avec succès"
"Orders";"commandes"
"Paid";"payé"
"Password";"mot de passe"
"Password:";"mot de passe:"
"Payment";"paiement"
"Payment Method";"Mode de paiement"
"Payment methods:";"Mode de paiement:"
"Paypal";"Paypal"
"Pending payment";"paiement en attente"
"Picture";"image"
"Please choose a delivery method";"Choisir un mode de livraison"
"Please choose a payment method";"choisir un mode de paiement"
"Please, enter an email address for the store %s";"entrez une adresse email pour le magasin %s"
"Price";"prix"
"Price: %s";"prix: %s"
"Printer successfully saved";"Imprimante enregistrée avec succès"
"Proceed";"Procéder"
"Product";"produit"
"Product name";"Nom du produit"
"Product name:";"Nom du produit:"
"Product successfully saved";"Produit enregistré avec succès"
"Qty";"Quantité"
"Qty: %s";"Quantité: %s"
"Radius in Km";"Rayon en km"
"Review";"Vérification"
"Settings";"paramètres"
"Signature";"Signature"
"Signature:";"Signature:"
"Status";"Status"
"Store information";"Informations du magasin"
"Store name";"Nom du magasin"
"Store name:";"Nom du magasin:"
"Store successfully deleted";"magasin supprimé avec succès"
"Store successfully saved";"magasin correctement enregistré"
"Stores";"magasins"
"Subtotal";"total"
"Tax";"Taxe"
"Tax name";"Nom de la Taxe"
"Tax name:";"Nom de la Taxe:"
"Tax rate";"Taux de la Taxe"
"Tax rate:";"Taux de la Taxe:"
"Tax successfully deleted";"Taxe supprimée avec succès"
"Tax successfully saved";"Taxe enregistrée avec succès"
"Tax:";"Taxe:"
"Thank you!";"Merci!"
"The delivery method";"méthode de livraison"
"The following options are required:<br />%s";"Les options suivantes sont requises:<br />%s"
"The option %s is required";"L'option %s est nécessaire"
"The payment has been cancelled, something wrong happened? Feel free to contact us";"Le paiement a été annulé, n'hésitez pas à nous contacter"
"The payment method";"mode de paiement"
"Time in minutes";"Temps en minutes"
"Total";"Total"
"Total Excl. Tax";"Total hors Taxe"
"Total Tax";"Total Taxe"
"Total: %s";"Total: %s"
"Unit Price";"Prix unitaire"
"Unit price";"Prix unitaire"
"Username";"Nom d'utilisateur"
"Username:";"Nom d'utilisateur:"
"We apologize but the payment method %s is currently not available";"Nous nous excusons mais la méthode de paiement %s est actuellement pas disponible"
"We thank you for your order. A confirmation email has been sent";"Nous vous remercions de votre commande. Un email de confirmation a été envoyé"
"You don't have any categories yet";"Vous ne avez pas encore de catégories"
"You have a connected printer? Enter the email address";"Vous avez une imprimante connectée? Entrez l'adresse e-mail"
"You have a connected printer? Enter the email address for each store";"Vous avez une imprimante connectée? Entrez l'adresse e-mail pour chaque magasin"
"Your address";"votre adresse"
"Your email address";"Votre adresse e-mail"
"Your firstname";"votre prénom"
"Your lastname";"votre nom"
"Your phone number";"Votre numéro de téléphone"
"e.g., Sauces";"par exemple, Sauces"
Parameter;Paramètres
Send your pictures;Envoyer vos photos
User;Utilisateur
Gallery Name;Nom de la galerie
Choose an album;Choisir un album
Maximum size : 2000*2000 px - Allowed filetypes : jpg and png;Taille maximale: 2000 * 2000 px - Type de fichiers permis: jpg et png
Description:;Description:
Required field;Champs obligatoire
;Supprimer cette galerie ?
Title:;Titre
Search;Rechercher
"Gallery Name <span class=""required-entry"">*</span> :";"Nom de la galerie <span class=""required-entry"">*</span> :"
Feed URL;URL du flux RSS
"Feed URL <span class=""required-entry"">*</span> :";"URL du flux RSS <span class=""required-entry"">*</span> :"
Parameter/Feed Url;Paramètres/URL du flux RSS
Search/Url;Rechercher/Url
More pictures;Plus d'images
No pictures matching your selection;Pas de photos correspondant à votre sélection
An error occurred while loading pictures. Please try later.;Oouups.. Une erreur est survenue lors du chargement des images. Merci de réessayer plus tard.
More videos;Plus de vidéos
No videos matching your selection;Aucune vidéo correspondant à votre sélection
An error occurred while loading videos. Please try later.;Une erreur est survenue lors du chargement des vidéos. Merci de réessayer plus tard.
The entered name is not a valid Instagram user.;Le nom saisi n'est pas un utilisateur Instagram valide.
An error occurred while saving your images gallery. Please try again later.;Une erreur est survenue lors de l'enregistrement de votre galerie d'images. Merci de réessayer plus tard.
Images gallery has been saved successfully;La galerie d'images a été enregistré avec succès
An error occurred while deleting you images gallery. Please try again later.;Une erreur est survenue pendant que vous la suppression de galerie d'images. Merci de réessayer plus tard.
An error occurred while saving your videos gallery. Please try again later.;Une erreur est survenue lors de l'enregistrement de votre galerie de vidéos. Mercci de réessayer plus tard.
Videos gallery has been saved successfully;La galerie de vidéos a été enregistré avec succès
Lock the entire application?;Verrouiller l'application entière?
Choose the features to lock:;Choisissez les caractéristiques pour verrouiller:
Restrict Access;Restreindre l'accès
Allow all the users by default:;Autoriser tous les utilisateurs par défaut:
the gender;Sexe
the first name;Prénom
the last name;Nom
the email address;Email
the password;Mot de passe
Access restricted to authorized members only;Accès réservé seulement aux membres
We are sorry but your account does not have enough permissions to access this page;Nous sommes désolés mais vous ne disposez pas des droits pour accéder à cette page
