"Message from your app %s";"Missatge de la seva aplicació% s"
"Messages";"Missatges"
"Modules";"Mòduls"
"More";"més"
"My account";"El meu compte"
"My invoices";"Els meus factures"
"Name";"Nom"
"Never";"Mai"
"New";"nou"
"Next";"Següent"
"No";"No"
"No address to display on map.";"No hi ha direcció per mostrar al mapa."
"No place to display on map.";"No hi ha lloc per mostrar al mapa."
"No results";"no hi ha resultats"
"No uploaded image";"Sense imatge pujada"
"Nothing to display";"Res a mostrar"
"Number";"nombre"
"OK";"OK"
"OR";"QR"
"Ouch, this page doesn't exist";"Títol"
"Password";"Contrasenya"
"Password:";"Contrasenya:"
"Passwords don't match";"Les contrasenyes no coincideixen"
"Payment";"pagament"
"Phone";"telèfon"
"Phone:";"Telèfon:"
"Photos";"fotos"
"Plans";"plans"
"Platform Name";"Nom de la plataforma"
"Player";"Jugador Si us plau,"
"Please enter a password";"Si us plau, introduïu una contrasenya"
"Please enter a valid URL.";"Si us plau introdueixi una URL vàlida."
"Please enter a valid credit card number.";"Si us plau, introduïu un número de targeta de crèdit vàlida."
"Please enter a valid date (ISO).";"Si us plau, introduïu una data vàlida (ISO)."
"Please enter a valid date.";"Si us plau, introdueixi una data vàlida."
"Please enter a valid email address";"Si us plau, introduïu una adreça electrònica vàlida"
"Please enter a valid email address.";"Si us plau, introduïu una adreça electrònica vàlida."
"Please enter a valid number.";"Posa un nombre vàlid."
"Please enter a valid url";"Introduïu un URL vàlid"
"Please enter a value between {0} and {1} characters long.";"Si us plau, introduïu un valor entre {0} i {1} caràcters."
"Please enter a value between {0} and {1}.";"Si us plau, introduïu un valor entre {0} i {1}."
"Please enter a value greater than or equal to {0}.";"introduïu un valor major o igual a {0}."
"Please enter a value less than or equal to {0}.";"Escribe texto o la dirección de un sitio web, o bien, traduce un documento. Pot carregar una icona únic (.ico i .png). Introduïu la vostra adreça de correu electrònic Aquesta secció està desbloquejat per a usuaris mòbils només Contrasenya La mida de la imatge '% s' no podia ser detectat. títols Oregon Següent Utilitzeu aquest cupó Text Impost No s'ha pogut calcular la ruta. Aquest administrador no existeix Si us plau, ompli els següents camps: Validar Vostè ha de compartir la seva ubicació per accedir a aquesta pàgina. Introduïu una contrasenya. Si us plau, introduïu un valor menor o igual a {0}."
"Please enter at least {0} characters.";"Introduïu almenys {0} caràcters."
"Please enter no more than {0} characters.";"Si us plau ingressi no més de {0} caràcters."
"Please enter only digits.";"Introduïu només dígits."
"Please enter the same value again.";"Si us plau, introduïu el mateix valor de nou."
"Please enter your email address";"Introduïu la vostra adreça de correu electrònic"
"Please fill in the following fields:";"Si us plau, ompli els següents camps:"
"Please fix this field.";"Si us plau, corregeixi aquest camp."
"Please log in.";"Si us plau connecti."
"Please, enter a correct email address.";"Si us plau, introdueixi una adreça de correu electrònic correcta."
"Please, enter a password.";"Introduïu una contrasenya."
"Please, enter a valid date";"defecte Idiomes"
"Podcast";"podcast"
"Podcast URL (iTunes format)";"Podcast URL (format de iTunes) imatge"
"Podcast type is invalid or can't be found";"Tipus d'Podcast és vàlid o no es pot trobar"
"Postcode";"codi postal"
"Postcode:";"Codi postal:"
"Push";"Empènyer"
"Required fields";"Camps obligatoris"
"Resize your picture";"Canviar la mida de la imatge"
"Resize your picture:";"Redimensionar la seva fotografia:"
"SEND";"ENVIAR"
"Save";"Guardar"
"Search";"Cerca"
"Select a country";"Seleccioneu un país"
"Select all";"Selecciona-ho tot"
"Send";"Enviar"
"Send your pictures";"Envia les teves imatges"
"Settings";"Configuració"
"Size:";"Mida:"
"Street";"Carrer"
"Street:";"Carrer:"
"Subscriptions";"Subscripcions"
"Support";"Suport"
"Support Link";"Enllaç d'assistència"
"Tax";"Impost"
"Taxes";"Impostos"
"Text";"Text"
"The account has been successfully saved";"El compte s'ha desat correctament"
"The address you're looking for does not exists.";"L'adreça que busques fa no existeix."
"The email is required";"L'e-mail s'exigeix"
"The file '%s' does not exist";"El fitxer ""%s"" no existeix"
"The image '%s' does not exist";"La imatge de '% s' no existeix"
"The image size '%s' could not be detected.";"La mida de la imatge '% s' no podia ser detectat."
"The old password does not match the entered password.";"La contrasenya vella no coincideix amb la contrasenya introduïda."
"The password is required";"La contrasenya és necessària"
"The password must be at least 6 characters";"La contrasenya ha de tenir com a mínim 6 caràcters"
"The payment has been cancelled, something wrong happened? Feel free to contact us.";"El pagament ha estat cancel·lada, va passar una cosa malament? No dubti en contactar amb nosaltres."
"This administrator does not exist";"Aquest administrador no existeix"
"This email address is already used";"Aquesta adreça de correu electrònic ja està en ús"
"This field is required";"Aquest camp és obligatori"
"This field is required.";"Aquest camp es obligatori."
"This section is unlocked for mobile users only";"Aquesta secció està desbloquejat per a usuaris mòbils només"
"Timezone";"Zona horària"
"Title";"Títol"
"Title:";"Títol:"
"Total";"Total"
"Translations";"Traduccions"
"Unable to add the contact to your address book";"Incapaç d'afegir el contacte a la llibreta d'adreces"
"Unable to calculate the route.";"No s'ha pogut calcular la ruta."
"Unable to save image";"Incapaç de salvar imatge"
"Unrecognized image format";"Format d'imatge no reconegut"
"Updated at";"imatge actualitzat a"
"Use this coupon";"Utilitzeu aquest cupó"
"User";"usuari"
"User successfully saved";"Usuari salvat correctament"
"Username";"Nom d'usuari"
"Users";"Usuaris"
"VAT Number";"Número d'IVA"
"Validate";"Validar"
"Version %s";"Versió %s"
"View";"Veure"
"We are sorry but this address is already used.";"Ho sentim però ja s'utilitza aquesta adreça."
"We are sorry but this email address already exists.";"Ho sentim però aquesta adreça electrònica ja existeix."
"We are sorry but this feature is not available yet";"Ho sentim, però aquesta característica no està disponible encara"
"Website";"Lloc web"
"Yes";"Sí"
"You already have this user in your contact";"Ja teniu aquest usuari en el seu contacte"
"You are gone offline";"Vostè s'ha anat fora de línia"
"You can upload a pem certificate only.";"Pot carregar un certificat pem només."
"You can upload a zip archive only.";"Només pot carregar un fitxer zip."
"You can upload an icon only (.ico and .png).";"Pot carregar una icona únic (.ico i .png)."
"You can upload an image only (.jpg, .jpeg, .gif and .png).";"Pots pujar una imatge única (.jpg, .jpeg, .gif i .png)."
"You can't upload more than one file at a time.";"No pot carregar més d'un arxiu alhora."
"You must be logged in to post a comment";"Has d'iniciar sessió per escriure un comentari"
"You must give the permission to the app to add a contact to your address book";"Vostè ha de donar el permís a l'app per afegir un contacte a la llibreta d'adreces"
"You must share your location to access this page.";"Vostè ha de compartir la seva ubicació per accedir a aquesta pàgina."
"Your browser is too old to view the content of our website.<br />";"El vostre navegador és massa vell per veure el contingut del nostre lloc web. < br / >"
"Your comment";"El teu comentari"
"Your email address";"L'adreça electrònica"
"Your email address does not exist";"No existeix l'adreça electrònica"
"Your name";"El seu nom"
"Your new password has been sent to the entered email address";"La seva nova contrasenya ha estat enviada a l'adreça de correu electrònic"
"Your password does not match the entered password.";"La contrasenya no coincideix amb la contrasenya introduïda."
"Youtube";"YouTube"
"close";"Prop"
"day";"dia"
"days";"dia"
"en";"en"
"hour";"hora"
"hours";"hores"
"loading";"loading"
"minute";"minut"
"minutes";"minutes"
"picture";"imatge"
"second";"segon"
"seconds";"segons"
"title";"títol"
"titles";"títols"
"to add a subfolder.";"per afegir una subcarpeta."
"An error occurred while deleting the event";"Produït un error en suprimir l'esdeveniment"
"An error occurred while loading this event";"S'ha produït un error mentre carrega aquest esdeveniment"
"Beginning date:";"Data de començament:"
"Calendar successfully deleted";"Calendari correctament"
"Calendar's URL";"URL del calendari"
"Calendar's title";"Títol del calendari"
"Change picture";"Canvia la imatge"
"Create a new event";"Crear un nou esdeveniment"
"Custom Page";"Costum pàgina"
"Delete this calendar?";"Voleu suprimir aquest calendari?"
"Delete this event?";"Voleu suprimir aquest esdeveniment?"
"Ending date:";"Data d'acabament:"
"Enter your calendar's title";"Introdueixi el títol del calendari"
Event;Esdeveniment
"Event successfully deleted";"Esdeveniment correctament"
"Event successfully saved";"Esdeveniment salvat correctament"
"Event title:";"Títol de l'esdeveniment:"
Illustration;Il·lustració
"Max size: 2000x2000px - allowed formats: jpg & png";"Mida de Max: 2000x2000px - permesos els formats de: jpg & png"
"Modify the event";"Modificar l'esdeveniment"
RSVP;RSVP
"RSVP URL:";"URL DE CONFIRMAR LA SEVA ASSISTÈNCIA:"
"Your Facebook page ID";"El vostre ID de pàgina de Facebook"
"Your Facebook page ID <span class=""required-entry"">*</span> :";"El teu Facebook pàgina ID <span class=""required-entry""> *</span>:"
"Your calendar is empty";"El calendari està buit"
iCal;iCal
"Add a page";"Afegiu una pàgina"
"Click on";"Feu clic a"
"Click on a page to add it to the folder";"Feu clic a una pàgina per afegir-lo a la carpeta"
"Click on a page to add it to the folder <span id=""folder_name"" class=""folder_name"">""%s""</span>";"Feu clic a una pàgina per afegir-lo a la carpeta <span id=""folder_name"" class=""folder_name""> ""% s""</span>"
"Close mobile display";"A prop display per a mòbils"
"Delete this folder and all its subfolders?";"Voleu suprimir aquesta carpeta i totes les seves subcarpetes?"
"Folder title is required";"Títol de la carpeta és necessari"
Folders;Carpetes
"Mobile display";"Display per a mòbils"
"New folder";"Carpeta nova"
Subtitle;Subtítol
"You cannot add this feature";"No podeu afegir aquesta característica"
"You must first complete the current category creation process";"Primer heu de completar el procés de creació de categoria actual"
"You will lose all unsaved changes, continue?";"Vostè es perd tots els canvis no desats, continuar?"
"to add a folder.";"per afegir una carpeta."
"<strong>%s</strong> must be a numerical value<br />";"<strong>%s</strong> ha de ser un valor numèric < br / >"
"<strong>%s</strong> must be a valid date (e.g. dd/mm/yyyy)<br />";"<strong>%s</strong> ha de ser una data vàlida (p. ex. dd/mm/aaaa) < br / >"
"<strong>%s</strong> must be a valid date<br />";"<strong>%s</strong> ha de ser una data vàlida < br / >"
"<strong>%s</strong> must be a valid email address<br />";"<strong>%s</strong> ha de ser una adreça electrònica vàlida < br / >"
"<strong>%s</strong> must be filled<br />";"<strong>%s</strong> són obligatoris < br / >"
"Add a field";"Afegeix un camp"
"Add a section";"Afegeix una secció"
"Add an option";"Afegir l'opció"
"An error occurred while saving. A field can't be identified.";"S'ha produït un error mentre es desava. Un camp no es pot identificar."
"Are you sure you want to remove this field?";"Esteu segur que voleu suprimir aquest camp?"
"Are you sure you want to remove this section?";"Esteu segur que voleu suprimir aquesta secció?"
Checkbox;"Casella de selecció"
"Choose a field type:";"Trieu un tipus de camp:"
"Create a new field";"Crear un nou camp"
Date/Hour;Data/hora
"Drop down";Desplegable
"Edit field %s";"Editar camp %s"
"Field name";"Nom del camp"
"Field name:";"Nom del camp:"
Geolocation;Geolocalització
Hello,;Hola,
"Manage fields";"Administra els camps"
"Manage options:";"Administrar opcions:"
"Multiline text";"Text múltiples línies"
Option;Opció
Radio;Ràdio
"Recipient email:";"E-mail de receptor:"
"The form has been sent successfully";"El formulari ha estat enviat correctament"
"You have to choose a field type.";"Vostè ha de triar un tipus de camp."
"Your app's form";"Forma del seu app"
"Your form has been filled out, here are the answers:";"El formulari emplenat, aquí hi ha les respostes:"
" is now yours!";"ara és teva!"
"%d validated points = ";"validat %d punts ="
"1 loyalty point =";"punt 1 lleialtat ="
"1 point";"1 punt validat"
"1 validated point = ";"1 punt ="
"An error occurred while saving the password. Please try again later";"S'ha produït un error mentre es desava la contrasenya. Si us plau provar una altra vegada més tard"
"An error occurred while saving the password. Please try again later.";"S'ha produït un error mentre es desava la contrasenya. Si us plau provar una altra vegada més tard."
"An error occurred while saving your loyalty card.";"S'ha produït un error mentre es desava la targeta de fidelització."
"An error occurred while saving your loyalty card. Please fill all fields in.";"S'ha produït un error mentre es desava la targeta de fidelització. Empleneu tots els camps."
"An error occurred while validating point. Please try again later.";"S'ha produït un error en validar el punt. Si us plau provar una altra vegada més tard."
"Card name";"Nom de la targeta"
"Congratulations";"Felicitacions"
"Current card";"Targeta actual"
"Delete this password?";"Voleu suprimir aquesta contrasenya?"
"Employee's name";"Nom de l'empleat"
"Employee's name:";"Nom del treballador:"
"Employee's password";"Contrasenya de l'empleat"
"Employee's password:";"Contrasenya del treballador:"
"Enter the password";"Introduïu la contrasenya"
"My new loyalty card";"La meva nova targeta de fidelització"
"My passwords";"Meves contrasenyes"
"Number of points";"Nombre de punts"
"Please enter a name";"Introduïu un nom"
"Please enter the password";"Si us plau, introdueixi la contrasenya"
"Please show your phone to the store person so that he enters his password";"Si us plau mostri el seu telèfon a la botiga de persona que entra a la contrasenya"
"Point%s successfully validated";"Punt validat correctament %s"
"Previous cards";"Cartes anteriors"
"Reward";"Recompensa"
"We are sorry but this card is temporarily blocked";"Ho sentim però aquesta targeta està temporalment bloquejat"
"Wrong password. Be carefull! %d remaining attempt%s before locking your card. Ask the store person for validating your point";"Contrasenya equivocada. Sigui carefull! %d restants intent %s abans de tancar la seva targeta. Pregunti a la persona de botiga per a validar el seu punt"
"Wrong password.<br />Be carefull! %d remaining attempt%s before locking your card.<br /> Ask the store person for validating your point";"Malament contrasenya. < br / > Vés! %d restants intent %s abans de tancar el seu adaptadora < br / > Pregunti a la persona de botiga per a validar el seu punt"
"You have exceeded the number of attempts to validate points. Your card is locked for 24h";"Heu superat el nombre d'intents per validar punts. La targeta està blocada per a 24h"
"You just finished your card";"Que acaba de finalitzar la targeta"
"You must be logged in to validate points";"Vostè estar enregistat per validar punts"
"Your loyalty card has been saved successfully";"Targeta fidelitat s'ha desat correctament"
"Your password must be 4 digits";"La contrasenya ha de ser 4 dígits"
"point";"punt"
"point to validate";"punt per validar"
"points to validate";"punts per validar"
"validated points = ";"validat punts ="
"%s - Customer Service";"%s - atenció al client"
"20.00%";"20,00%"
"Add a picture";"Afegir una imatge"
"Add options";"Afegir opcions"
"Add to cart";"Afegir a la cistella"
"An error occurred while proceeding the payment. Please, try again later.";"S'ha produït un error en procedint al pagament. Si us plau, intenti-ho més tard."
"An error occurred while proceeding your order. Please, check the following information:";"S'ha produït un error en encetat el seu ordre. Consulta la informació següent:"
"Are you sure you want to close without saving";"Esteu segur que voleu tancar sense desar-lo"
"Are you sure you want to delete this category and all its subcategories?";"Esteu segur que voleu suprimir aquesta categoria i totes les seves subcategories?"
"Are you sure you want to delete this store?";"Esteu segur que voleu suprimir aquesta botiga?"
"Are you sure you want to delete this tax?";"Esteu segur que voleu suprimir aquest impost?"
"Are you sure you want to remove this product?";"Esteu segur que voleu suprimir aquest producte?"
"At least one option is required:";"Com a mínim una opció es requereix:"
"Cancelled";"Cancel·lat"
"Carry Out";"Dur a terme"
"Cart";"Cistella"
"Cash";"Efectiu"
"Category";"Categoria"
"Category successfully saved.";"Categoria salvat correctament."
"Check";"Registre d'entrada"
"Choose a delivery method:";"Triar un mètode de lliurament:"
"Choose a payment method:";"Triar un mètode de pagament:"
"Choose a store:";"Triar una botiga:"
"Completed";"Completat"
"Connected Printers";"Impressores connectades"
"Continue shopping";"Continuar comprant"
"Create a new options group";"Crear un nou grup d'opcions"
"Create a new product";"Crear un nou producte"
"Create a new tax";"Crear un nou impost"
"Create a store";"Crear una botiga"
"Credit Card by phone";"Targeta de crèdit per telèfon"
"Credit card (pay upon pickup or delivery)";"Targeta de crèdit (pagament en la recollida o entrega)"
"Customer";"Atenció al client"
"Customer Service";"Servei al client"
"Delivery";"Lliurament"
"Delivery Fees";"Lliurament d'entrades"
"Delivery Method";"Mètode de lliurament"
"Delivery area";"Zona de lliurament"
"Delivery fees";"Lliurament d'entrades"
"Delivery fees:";"Lliurament d'entrades:"
"Delivery methods";"Mètodes de lliurament"
"Delivery methods:";"Mètodes de lliurament:"
"Delivery radius";"Radi de lliurament"
"Delivery radius:";"Radi de lliurament:"
"Delivery time";"Termini de lliurament"
"Delivery time:";"Termini de lliurament:"
"Details";"Detalls"
"Edit a store";"Editar una botiga"
"Edit the options group %s";"Edita el grup opcions %s"
"Edit the product %s";"Editar el producte %s"
"Edit the tax %s";"Editar l'impost de %s"
"Free delivery starting from";"Lliurament gratuït a partir de"
"Free delivery starting from:";"Lliurament gratuït a partir de:"
"Here is the detail of the order";"Aquí és el detall de l'ordre"
"Here is the detail of your order";"Aquí és el detall de la teva comanda"
"Hours of operation";"Horari d'atenció"
"Hours of operation:";"Hores d'operació:"
"In store";"A la botiga"
"Meal Voucher";"Val de dinar"
"Minimum order";"Comanda mínima"
"Minimum order:";"Comanda mínima:"
"My Cart";"El meu carret"
"My cart is empty";"El meu carro està buit"
"My categories";"Meus categories"
"My information";"Meva informació"
"My orders";"Meves comandes"
"My product's categories";"Categories del meu producte"
"My product's options";"Opcions del meu producte"
"My products";"Meus productes"
"My stores";"Meves botigues"
"My taxes";"Meus impostos"
"Name of the options group:";"Nom del grup d'opcions:"
"New order from the application";"Nou ordre de l'aplicació"
"Number";"Nombre"
"Option name";"Nom de l'opció"
"Option name:";"Nom de l'opció:"
"Options group successfully deleted";"Grup d'opcions correctament"
"Options group successfully saved";"Grup d'opcions salvat correctament"
"Order Number";"Número d'ordre"
"Order confirmation";"Confirmació d'ordre"
"Order details";"Dades de la comanda"
"Order successfully saved";"Ordre salvat correctament"
"Orders";"Comandes"
"Paid";"Pagat"
"Password";"Contrasenya"
"Password:";"Contrasenya:"
"Payment";"Pagament"
"Payment Method";"Forma de pagament"
"Payment methods:";"Mètodes de pagament:"
"Paypal";"PayPal"
"Pending payment";"Pendent pagament"
"Picture";"Imatge"
"Please choose a delivery method";"Si us plau, escolliu un mètode de lliurament"
"Please choose a payment method";"Si us plau, escolliu un mètode de pagament"
"Please, enter an email address for the store %s";"Si us plau, introduïu una adreça de correu electrònic per al magatzem de %s"
"Price";"Preu"
"Price: %s";"Preu: %s"
"Printer successfully saved";"Impressora salvat correctament"
"Proceed";"Procedir"
"Product";"Producte"
"Product name";"Nom del producte"
"Product name:";"Nom del producte:"
"Product successfully saved";"Producte salvat correctament"
"Qty";"Quantitat"
"Qty: %s";"Quantitat: %s"
"Radius in Km";"Radi en Km"
"Review";"Revisió"
"Settings";"Configuració"
"Signature";"Signatura"
"Signature:";"Signatura:"
"Status";"L'estat"
"Store information";"Botiga informació"
"Store name";"Nom de la botiga"
"Store name:";"Nom de la botiga:"
"Store successfully deleted";"Botiga correctament"
"Store successfully saved";"Botiga salvat correctament"
"Stores";"Botigues"
"Subtotal";"Subtotal"
"Tax";"Impost"
"Tax name";"Nom fiscal"
"Tax name:";"Nom fiscal:"
"Tax rate";"Tipus impositiu"
"Tax rate:";"Tipus impositiu:"
"Tax successfully deleted";"Impostos suprimits amb èxit"
"Tax successfully saved";"Impost salvat correctament"
"Tax:";"Fiscal:"
"Thank you!";"Gràcies!"
"The delivery method";"El mètode de lliurament"
"The following options are required:<br />%s";"Les opcions següents són obligatoris: < br />%s"
"The option %s is required";"L'opció %s s'exigeix"
"The payment has been cancelled, something wrong happened? Feel free to contact us";"El pagament ha estat cancel·lada, va passar una cosa malament? No dubti en contactar amb nosaltres"
"The payment method";"La forma de pagament"
"Time in minutes";"Temps en minuts"
"Total";"Total"
"Total Excl. Tax";"L'impost total excl."
"Total Tax";"Total impostos"
"Total: %s";"Total: %s"
"Unit Price";"Preu unitari"
"Unit price";"Preu unitari"
"Username";"Nom d'usuari"
"Username:";"Nom d'usuari:"
"We apologize but the payment method %s is currently not available";"Demanem disculpes, però el mètode de pagament %s actualment no està disponible"
"We thank you for your order. A confirmation email has been sent";"Et donem gràcies per la teva comanda. S'ha enviat un email de confirmació"
"You don't have any categories yet";"Encara no tens cap categories"
"You have a connected printer? Enter the email address";"Vostè té una impressora connectada? Introduïu l'adreça de correu electrònic"
"You have a connected printer? Enter the email address for each store";"Vostè té una impressora connectada? Introduïu l'adreça de correu electrònic per a cada botiga"
"Your address";"L'adreça"
"Your email address";"L'adreça electrònica"
"Your firstname";"El vostre nom"
"Your lastname";"El seu cognom"
"Your phone number";"El seu número de telèfon"
"e.g., Sauces";"per exemple, salses"
"%s by %s";"%s de %s"
"+ Add a track";"+ Afegir una pista"
"Add albums and tracks to the playlist:";"Afegir àlbums i pistes a la llista de reproducció:"
"Album";"Àlbum"
"Albums";"Àlbums"
"Albums:";"Àlbums:"
"An error occurred while deleting you images gallery. Please try again later.";"S'ha produït un error en suprimir vostè galeria d'imatges. Si us plau provar una altra vegada més tard."
"An error occurred while deleting your album. Thanks for trying later.";"S'ha produït un error en suprimir el teu àlbum. Gràcies per provar més tard."
"An error occurred while deleting your playlist. Thanks for trying later.";"S'ha produït un error en suprimir el seu playlist. Gràcies per provar més tard."
"An error occurred while deleting your track. Thanks for trying later.";"S'ha produït un error en suprimir la pista. Gràcies per provar més tard."
"An error occurred while loading pictures. Please try later.";"S'ha produït un error en carregar imatges. Si us plau provar més tard."
"An error occurred while loading videos. Please try later.";"S'ha produït un error en carregar vídeos. Si us plau provar més tard."
"An error occurred while saving your images gallery. Please try again later.";"S'ha produït un error mentre es desava la seva galeria d'imatges. Si us plau provar una altra vegada més tard."
"An error occurred while saving your playlist. Thanks for trying later.";"S'ha produït un error mentre es desava el seu playlist. Gràcies per provar més tard."
"An error occurred while saving your videos gallery. Please try again later.";"S'ha produït un error mentre es desava la seva galeria de vídeos. Si us plau provar una altra vegada més tard."
"Are you sure you don't want to create an album for these tracks?";"Esteu segur que no voleu crear un àlbum per a aquests temes?"
"Are you sure you don't want to create an album for this track?";"Esteu segur que no voleu crear un àlbum per aquest circuit?"
"Are you sure you want to delete this album (this won't delete tracks)?";"Esteu segur que voleu suprimir aquest àlbum (això no suprimeix pistes)?"
"Are you sure you want to delete this album?";"Esteu segur que voleu suprimir aquest àlbum?"
"Are you sure you want to delete this playlist?";"Esteu segur que voleu suprimir aquesta llista de reproducció?"
"Are you sure you want to delete this track?";"Esteu segur que voleu suprimir aquesta pista?"
"Artist";"Artista"
"Artist:";"Artista:"
"Audio";"Àudio"
"Channel";"Canal"
"Choose an album";"Triar un àlbum"
"Custom";"Costum"
"Delete this gallery?";"Voleu suprimir aquesta galeria?"
"Feed URL";"URL de menjar"
"Feed URL <span class=""required-entry"">*</span> :";"URL <span class=""required-entry""> *</span> de menjar:"
"Gallery Name";"Nom de la galeria"
"Gallery Name <span class=""required-entry"">*</span> :";"Nom de la galeria <span class=""required-entry""> *</span>:"
"Group";"Grup"
"I'm listening to";"Estic escoltant"
"Images gallery has been saved successfully";"Galeria d'imatges s'ha desat correctament"
"Instagram";"Instagram"
"Last update:";"Última actualització:"
"Maximum size : 2000*2000 px - Allowed filetypes : jpg and png";"Mida màxima: 2000 * 2000 px - permès filetypes: jpg i png"
"My pictures";"Meus quadres"
"No album found";"Cap àlbum trobat"
"No artist found";"Cap artista trobat"
"No track found";"Cap pista trobades"
"PLAYER";"Player"
"Parameter";"Paràmetre"
"Parameter/Feed Url";"Alimentació/paràmetre Url"
"Picasa";"Picasa"
"Picture%s";"Imatge %s"
"Playlist";"Llista de reproducció"
"Playlist successfully saved.";"Playlist salvat correctament."
"Playlist title:";"Títol de la llista de reproducció:"
"Playlists";"Llistes de reproducció"
"Podcast";"Podcast"
"Podcast URL (iTunes format)";"Podcast URL (format de iTunes)"
"Read all";"Llegir tots"
"Required field";"els Camp obligatori"
"Search/Url";"Cerca/Url"
"The entered name is not a valid Instagram user.";"El nom introduït no és un usuari d'Instagram vàlid."
"This element is not an album.";"Aquest element no és un àlbum."
"Track";"Pista"
"Tracks";"Pistes"
"Type";"Tipus"
"URL (.mp3):";"URL (. mp3):"
"Videos gallery has been saved successfully";"Galeria de vídeos s'ha desat correctament"
"Vimeo";"Vimeo"
"buy";"comprar"
"close";"tancar"
"empty";"Buit"
"from";"des de"
"hide";"amagar"
"loop";"bucle"
"music";"música"
"next";"següent"
"on";"en"
"pause";"pausa"
"play";"Play"
"previous";"anterior"
"share";"compartir"
"shuffle";"remenar"
"track";"pista"
"tracks";"pistes"
"Access restricted to authorized members only";"Accés restringit a membres autoritzats només"
"Allow all the users by default:";"Permetre que tots els usuaris per defecte:"
"Choose the features to lock:";"Triar les característiques de bloqueig:"
"Lock the entire application?";"Tancar l'aplicació sencera?"
"Restrict Access";"Restringir l'accés"
"We are sorry but your account does not have enough permissions to access this page";"Ho sentim, però el vostre compte no tenen suficients permisos per accedir a aquesta pàgina"
"the email address";"l'adreça electrònica"
"the first name";"el nom"
"the gender";"el gènere"
"the last name";"el cognom"
"the password";"la contrasenya"
"Payments";"Pagaments"
"An error occurred while saving your discount. Please fill in all fields";"S'ha produït un error mentre es desava el teu descompte. Empleneu tots els camps"
"Are you sure you want to use this discount?";"Esteu segur que voleu fer servir aquest descompte?"
"Closed discounts";"Descomptes tancats"
"Create a new discount";"Crear un nou descompte"
"Delete this discount?";"Voleu suprimir aquest descompte?"
"Discount successfully deleted";"Descompte correctament"
"Discount successfully saved";"Descompte salvat correctament"
"Please select an end date greater than the current date.";"Si us plau, seleccioneu una data d'acabament superior a la data actual."
"This discount is now used";"Aquest descompte s'utilitza ara"
"Valid until";"Vàlid fins al"
"You have already use this discount";"Ja fa utilitzar aquest descompte"
"You must be logged in to use a discount";"Vostè estar enregistat per utilitzar un descompte"
"or illimited";"o límit"
"use only once";"utilitzar només una vegada"
"you'll be able to remove this promotion later";"vostè serà capaç d'eliminar aquesta promoció més tard"
"Additionnal Information";"Supletori informació"
"And a radius (in Km):";"I un radi (en Km):"
"Android";"Android"
"Creation date";"Data de creació"
"Enter a location:";"Introduïu una ubicació:"
"GCM Key";"GCM clau"
"I want to send it";"Vull enviar-lo"
"Keys successfully saved";"Claus salvats correctament"
"Message";"Missatge"
"Message:";"Missatge:"
"Pending";"Pendent"
"Push Notifications";"Notificacions d'empenta"
"Push Notifications Settings";"Configuració de notificacions d'empenta"
"Radius";"Radi"
"Send to a specific location";"Enviar a una ubicació específica"
"Send to all my users";"Enviar a tots els meus usuaris"
"Sender ID";"ID de remitent"
"Sending date";"Data d'enviament"
"The duration limit must be higher than the sent date";"El límit de durada ha de ser superior a la data d'enviat"
"Your app must be published to send a push notification.";"Cal publicar el seu app per enviar una notificació d'empenta."
"Your message has been saved successfully and will be sent at the entered date";"El seu missatge s'ha desat correctament i s'enviarà a la data introduïda"
"Your message has been saved successfully and will be sent in a few minutes";"El seu missatge s'ha desat correctament i s'enviarà en pocs minuts"
"and users entering the area";"i entrar a la zona d'usuaris"
"for a limited period";"durant un període limitat"
"now";"ara"
"on a specific date";"en una data concreta"
"An error occurred while saving your RSS feed";"S'ha produït un error mentre es desava el vostre feed RSS"
"Display feed pictures whenever possible";"Exhibició alimentar imatges sempre que sigui possible"
"Enter the URL of this RSS feed";"Introduïu l'URL d'aquest feed RSS"
"Found feeds";"Trobar canals"
"No RSS feed could be found";"S'ha trobat cap feed RSS"
"RSS feed successfully saved";"Feed RSS salvat correctament"
"Show article";"Article Mostra"
"day";"el dia"
"hour";"hores"
"minute";"minut"
"Action";"Acció"
"App Name";"Nom d'app"
"Client";"Client"
"Date";"Data"
"Invoice";"Factura"
"Invoice %s";"Factura %s"
"Invoice N°";"Factura N °"
"List of your invoices";"Llista de les seves factures"
"My Invoices";"Els meus factures"
"Order";"Comandes"
"Orders";"Comandes"
"Paid At";"Pagament a"
"Paid at:";"Pagament a:"
"Price Excl. Tax";"Preu excl. fiscal"
"Qty";"Quantitat"
"This feature is not ready yet. Please try again later.";"Aquesta característica encara no està llest. Si us plau provar una altra vegada més tard."
"Total Excl. Tax";"L'impost total excl."
"You don't have any invoices yet";"Encara no tens cap factures"
"An error occurred while loading the videos. Please try again later.";"S'ha produït un error en carregar els vídeos. Si us plau provar una altra vegada més tard."
"Enter your Facebook Fan Page Id";"Introduïu el vostre Id de pàgina de fans de Facebook"
"Enter your Facebook Fan Page Id <span class=""required-entry""> *</span>:";"Introduïu el vostre Id de Facebook ventilador pàgina <span class=""required-entry""> *</span>:"
"%s point%s";"%s punt de %s"
"A month";"Un mes"
"A week";"Una setmana"
"Challengers";"Rivals"
"Current game";"Joc actual"
"Currently no challengers";"Actualment no hi ha rivals"
