"Your calendar is empty";"您的日历是空的"
"iCal";"iCal中"
"Add a page";"添加页面"
"Click on";"点击"
"Click on a page to add it to the folder <span id=""folder_name"" class=""folder_name"">""%s""</span>";"点击页面上添加到文件夹 <span id=""folder_name"" class=""folder_name"">""%s""</span>"
"Click on a page to add it to the folder";"点击页面上添加到文件夹"
"Close mobile display";"关闭手机屏幕"
"Delete this folder and all its subfolders?";"删除此文件夹及其所有子文件夹？"
"Folder title is required";"所需的文件夹称号"
"Folders";"文件夹"
"Mobile display";"手机屏幕"
"New folder";"新建文件夹"
"Subtitle";"副标题"
"You cannot add this feature";"你可以不加这个功能"
"You must first complete the current category creation process";"你必须先完成创建类的当前进程"
"You will lose all unsaved changes, continue?";"你将失去所有未保存的更改，是否继续？"
"to add a folder.";"添加一个文件夹。"
"<strong>%s</strong> must be a numerical value<br />";"<strong>%s</strong>必须是一个数值<br />"
"<strong>%s</strong> must be a valid date (e.g. dd/mm/yyyy)<br />";"<strong>%s</strong>必须是一个有效的日期（如DD / MM / YYYY )<br />"
"<strong>%s</strong> must be a valid date<br />";"<strong>%s</strong>必须是一个有效的日期<br />"
"<strong>%s</strong> must be a valid email address<br />";"<strong>%s</strong>必须是一个有效的电子邮件<br />"
"<strong>%s</strong> must be filled<br />";"<strong>%s</strong>填写<br 7>"
"Add a field";"添加一个字段"
"Add a section";"添加一个节"
"Add an option";"加入一个选项"
"An error occurred while saving. A field can't be identified.";"有一个错误的节省。字段不能被识别。"
"Are you sure you want to remove this field?";"你确定要删除这个领域？"
"Are you sure you want to remove this section?";"你确定你要删除这部分？"
"Hello,";"您好，"
"Checkbox";"复选框"
"Choose a field type:";"选择字段类型："
"Date/Hour";"日期/时间"
"Drop down";"下拉"
"Edit field %s";"编辑字段％s"
"Field name";"字段名称"
"Field name:";"字段名称："
"Geolocation";"地理定位"
"Manage fields";"管理领域"
"Manage options:";"管理选项："
"Multiline text";"多行文字"
"Option";"选项"
"Radio";"无线电"
"Recipient email:";"发送至："
"The form has been sent successfully";"该表格​​已发送"
"You have to choose a field type.";"你要选择一个字段类型。"
"Your app's form";"申请表"
"Your form has been filled out, here are the answers:";"您的申请已经完成，这里的答案："
"All of your modules are up to date";"Todos los módulos están al día"
"Click here to send your module";"Haga clic aquí para enviar su módulo"
"Drop your module here";"Deje su módulo de aquí"
"Installing module <em><span id=""label_module""></span></em>";"Instalando el módulo <em><span id=""label_module""></span></em>"
"Installing";"Instalando"
"Installing your module";"Instalando tu módulo"
"Module successfully installed";"Módulo instalado con éxito"
"Module to upload";"Módulo para cargar"
"Modules Installation";"Módulos de instalación"
"Modules successfully installed!";"Módulos instalado con éxito!"
"No directory provided";"No directorio proporcionado"
"No module to install";"No hay módulo para instalar"
"No modules uploaded yet";"No hay módulos subidos aún"
"Please wait, we're installing your module";"Por favor espere, estamos instalando su módulo"
"Please, enter a name";"Por favor, introduzca un nombre"
"Please, fill out all fields";"Por favor, rellene todos los campos"
"Processing the installation";"Procesamiento de la instalación"
"Retry";"Vuelva a intentarlo"
"Select a module to upload";"Seleccione un módulo para cargar"
"The database connection failed. Please, check the entered information.";"La conexión de base de datos falló. Por favor, verifique la información introducida."
"The entered password confirmation does not match the entered password.";"La confirmación de la contraseña introducida no coincide con la contraseña introducida."
"The file %s does not exist";"El archivo %s no existe"
"The folder %s is not writable. Please fix this issue and try again.";"La carpeta %s no se puede escribir. Por favor, corrija este problema y vuelva a intentarlo."
"The folder %s is not writable.";"La carpeta %s no se puede escribir."
"The following folders are not writable: <br /> - %s";"Las siguientes carpetas no se pueden escribir: <br /> -%s"
"The installation of the module <span id=""installation_failed_module_name""></span> has failed: <span id=""installation_failed_because""></span>";"La instalación del módulo <span id=""installation_failed_module_name""></span> ha fallado: <span id=""installation_failed_because""></span>"
"This process may take few minutes, please do not refresh the page";"Este proceso puede tardar unos minutos, por favor no actualice la página"
"Unable to extract the archive.";"No se puede extraer el archivo."
"Unable to open the archive.";"No se puede abrir el archivo."
"Upload a module";"Sube un módulo"
"Upload your modules";"Sube tus módulos"
" is now yours!";"现在是你的！"
"%d validated points = ";"％d 确认点="
"1 loyalty point =";"1忠诚点="
"1 point";"1点"
"1 validated point = ";"1点=验证"
"An error occurred while saving the password. Please try again later";"有一个错误保存密码。请稍后再试。"
"An error occurred while saving the password. Please try again later.";"有一个错误保存密码。请稍后再试。"
"An error occurred while saving your loyalty card.";"有一个错误保存您的记分卡"
"An error occurred while saving your loyalty card. Please fill all fields in.";"有一个错误保存您的记分卡。请填写所有字段。"
"An error occurred while validating point. Please try again later.";"在验证点时发生错误。请稍后再试。"
"Card name";"卡名称"
"Congratulations";"祝贺"
"Current card";"目前卡"
"Delete this password?";"删除此项？"
"Employee's name:";"员工姓名："
"Employee's name";"员工姓名"
"Employee's password:";"员工密码："
"Employee's password";"员工密码"
"Enter the password";"输入密码"
"My new loyalty card";"我的新计分卡"
"My passwords";"密码"
"Number of points";"点数"
"Please enter a name";"请输入姓名"
"Please enter the password";"请输入密码"
"Please show your phone to the store person so that he enters his password";"请出示您的手机店里的人输入密码"
"Point%s successfully validated";"点％ s成功验证"
"Previous cards";"上述卡"
"Reward";"奖励"
"We are sorry but this card is temporarily blocked";"对不起，此卡被暂时受阻"
"Wrong password. Be carefull! %d remaining attempt%s before locking your card. Ask the store person for validating your point";"密码不正确。当心！ ％d ％s 锁定您的卡之前已经离开尝试。问的人来验证你的观点商店"
"Wrong password.<br />Be carefull! %d remaining attempt%s before locking your card.<br /> Ask the store person for validating your point";"密码不正确。 <br />当心！ ％D ％S锁定您的卡之前，剩余的尝试。 <br />让这个人来验证他的观点商店"
"You have exceeded the number of attempts to validate points. Your card is locked for 24h";"您已超过尝试验证点的数量。你的卡已被锁定24小时"
"You just finished your card";"你刚刚完成你的卡"
"You must be logged in to validate points";"你必须登录验证点"
"Your loyalty card has been saved successfully";"你的记分卡已成功保存"
"Your password must be 4 digits";"您的密码必须是4位数"
"point";"点"
"point to validate";"验证点"
"points to validate";"点验证"
"Cancelled";"取消"
"Pending payment";"优秀"
"Paid";"付费"
"Completed";"完成"
"Paypal";"贝宝"
"Cash";"现金"
"Check";"检查"
"Meal Voucher";"餐票"
"Credit card (pay upon pickup or delivery)";"信用卡（工资在收集或交付的时间）"
"Credit Card by phone";"信用卡电话"
"In store";"店"
"Carry out";"带走"
"Delivery";"交货"
"Stores";"店"
"Are you sure you want to delete this store?";"你确定你要删除这家店？"
"My stores";"我的店"
"Delivery";"交货"
"Delivery methods:";"交货方式："
"Delivery radius:";"无线电交货："
"Delivery time:";"交货时间："
"Delivery fees:";"送货费："
"Free delivery starting from:";"送货免费从："
"Payment";"付款"
"Payment methods:";"付款方式："
"Create a store";"创建一个存储"
"Edit a store";"编辑商店"
"Please choose a delivery method";"请选择送货方式"
"Please choose a payment method";"请选择付款方式"
"Order confirmation";"订单确认"
"Customer Service";"顾客服务"
"My categories";"我的类别"
"My products";"我的产品"
"Orders";"订单"
"Settings";"设置"
"Are you sure you want to delete this category and all its subcategories?";"你确定你要删除这个类别及其所有子类别？"
"Are you sure you want to close without saving";"你确定要关闭不保存"
"My orders";"我的订单"
"Number";"号码"
"Status";"状态"
"Customer";"顾客"
"Total";"总"
"Product";"产品"
"Connected Printers";"连接打印机"
"You have a connected printer? Enter the email address for each store";"你有一台打印机连接？输入电子邮件地址，每个商店"
"You have a connected printer? Enter the email address";"你有一台打印机连接？输入电子邮件地址"
"Tax";"税"
"My taxes";"我的税"
"Are you sure you want to delete this tax?";"你确定你要删除这个税吗？"
"Are you sure you want to delete this store?";"你确定你要删除这家店？"
"Create a new product";"创建一个新的产品"
"Edit the product %s";"编辑产品％s"
"Product name:";"产品名称："
"Product name";"产品名称"
"Tax:";"税："
"Picture";"图像"
"Add a picture";"添加图像"
"My product's options";"我的产品选项"
"My product's categories";"我的产品类别"
"You don't have any categories yet";"你有没有类"
"Create a new options group";"创建一个选项组新"
"Edit the options group %s";"编辑选项组％s"
"Name of the options group:";"组名的选项："
"e.g., Sauces";"如酱"
"At least one option is required:";"要求至少有一个选项："
"Add options";"添加选项"
"Option name:";"项目名称："
"Option name";"选项名称"
"Details";"详细信息"
"Edit the tax %s";"编辑纳税％s"
"Create a new tax";"创建一个新的税收"
"Tax name:";"名税："
"Tax name";"计税"
"Tax rate:";"税率："
"20.00%";"21.00 ％"
"Store information";"存储信息"
"Store name:";"店铺名称："
"Store name";"公司名称"
"Hours of operation:";"营业时间："
"Hours of operation";"小时"
"Delivery fees";"送货费"
"Tax rate";"税率"
"Free delivery starting from";"从免费送货"
"Delivery area";"送货范围"
"Radius in Km";"收音机公里。"
"Delivery time";"交货时间"
"Time in minutes";"在几分钟时间"
"Minimum order:";"最小订货量："
"Minimum order";"最小订单"
"Username:";"用户名："
"Username";"用户名"
"Password:";"密码："
"Password";"密码"
"Signature:";"签名："
"Signature";"签名"
"Category";"类别"
"%s - Customer Service";"％s - 客户服务"
"New order from the application";"应用程序的新秩序"
"Category successfully saved.";"分类保存成功。"
"Options group successfully saved";"选项​​成功保存组"
"Options group successfully deleted";"集团成功删除选项"
"Product successfully saved";"产品成功保存"
"Order successfully saved";"为了成功保存"
"Please, enter an email address for the store %s";"请输入电子邮件地址，仓库％s"
"Printer successfully saved";"打印机成功保存"
"Tax successfully saved";"保存成功税"
"Tax successfully deleted";"成功删除税"
"Store successfully saved";"保持成功保存"
"Store successfully deleted";"保持成功删除"
"Cart";"购物车"
"My Cart";"购物车"
"My cart is empty";"您的购物车是空的"
"Continue shopping";"继续购物"
"Proceed";"继续"
"The option %s is required";"所需的％ s选项"
"The following options are required:<br />%s";"下列选项是必需的：<br /> ％s"
"My information";"我的信息"
"We apologize but the payment method %s is currently not available";"我们深表歉意，但付款方式％s是不可用"
"Review";"回顾"
"An error occurred while proceeding the payment. Please, try again later.";"有在付款错误。请稍后再试。"
"An error occurred while proceeding your order. Please, check the following information:";"而进到结束时发生错误。请查看以下信息："
"The payment has been cancelled, something wrong happened? Feel free to contact us";"付款已被取消，坏事发生？不要犹豫与我们联系"
"Are you sure you want to remove this product?";"你确定你要删除这个项目吗？"
"Thank you!";"谢谢！"
;
"Your firstname";"你的名字"
"Your lastname";"您的姓氏"
"Your email address";"您的电子邮件地址"
"Your phone number";"你的电话号码"
"Your address";"您的地址"
"The delivery method";"交货方式"
"The payment method";"支付"
;
;
"Unit price";"单价"
"Qty";"数量"
"Price";"价格"
"Price: %s";"价格： ％s"
"Qty: %s";"数量： ％s"
"Total: %s";"总计： ％s"
"Total";"总"
"Subtotal";"小计"
"Tax";"税"
"Delivery fees";"送货费"
"Total Excl. Tax";"合计不含税"
"We thank you for your order. A confirmation email has been sent";"我们感谢您的订单。确认邮件已发送"
"Choose a payment method:";"选择付款方式："
"Choose a store:";"选择商店："
"Choose a delivery method:";"选择投放方式："
;
"Here is the detail of your order";"这是您的订单的详细信息"
"Here is the detail of the order";"这里是订单的细节"
"Customer";"顾客"
"Order details";"该命令的细节"
"Delivery Method";"运输方式"
"Payment Method";"付款方式"
"Product";"产品"
"Unit Price";"单价"
"Qty";"数量"
"Total";"总"
"Subtotal";"小计"
"Delivery Fees";"送货费用"
"Total Excl. Tax";"合计不含税"
"Total Tax";"总税收"
"+ Add a track";"+添加歌曲"
"Add albums and tracks to the playlist:";"添加专辑和歌曲到播放列表："
"Are you sure you don't want to create an album for these tracks?";"当然，你不希望创建一个相册，这些歌曲？"
"Are you sure you don't want to create an album for this track?";"当然，你不希望创建一个相册的这首歌？"
"Are you sure you want to delete this album (this won't delete tracks)?";"你确定要删除此专辑（这不会删除歌曲） ？"
"Are you sure you want to delete this album?";"你确定要删除该相簿？"
"Are you sure you want to delete this playlist?";"你确定你要删除这个播放列表？"
"Are you sure you want to delete this track?";"你确定你要删除这首歌？"
"Artist:";"艺术家："
"Artist";"艺术家"
"Album";"专辑"
"Albums";"相册"
"Albums:";"专辑："
"An error occurred while deleting your album. Thanks for trying later.";"有一个错误删除的相册。请稍后再试。"
"An error occurred while deleting your playlist. Thanks for trying later.";"有一个错误删除播放列表。请稍后再试。"
"An error occurred while deleting your track. Thanks for trying later.";"有一个错误删除的歌曲。请稍后再试。"
"An error occurred while saving your playlist. Thanks for trying later.";"有一个错误保存播放列表。请稍后再试。"
"An error occurred while deleting you images gallery. Please try again later.";"同时删除图片库时发生错误。请稍后再试。"
"An error occurred while loading pictures. Please try later.";"有一个错误加载图像。请稍后再试。"
"An error occurred while loading videos. Please try later.";"有一个错误加载视频。请稍后再试。"
"An error occurred while saving your images gallery. Please try again later.";"有一个错误节省您的画廊。请稍后再试。"
"An error occurred while saving your videos gallery. Please try again later.";"有一个错误保存视频库。请稍后再试。"
"Audio";"音频"
"buy";"购买"
"Choose an album";"选择一个专辑"
"close";"关闭"
"Delete this gallery?";"删除这个画廊？"
"empty";"真空"
"Feed URL";"供稿网址"
"Feed URL <span class=""required-entry"">*</span> :";"Feed URL <span class=""required-entry"">*</span> :"
"from";"从"
"Gallery Name";"画廊名称"
"Gallery Name <span class=""required-entry"">*</span> :";"画廊名称:<span class=""required-entry"">*</span> :"
"hide";"隐藏"
"I'm listening to";"我在听"
"Images gallery has been saved successfully";"画廊已成功保存"
"Instagram";"Instagram的"
"Last update:";"最后更新："
"loop";"环"
"Maximum size : 2000*2000 px - Allowed filetypes : jpg and png";"最大尺寸： 2000 * 2000像素 - 允许的文件类型： JPG和PNG"
"music";"音乐"
"My pictures";"我的图片"
"next";"下一个"
"No album found";"没有唱片被发现"
"No artist found";"艺术家没有发现"
"No track found";"没有歌曲发现"
"on";"在"
"Parameter";"参数"
"Parameter/Feed Url";"参数/ RSS网址"
"pause";"暂停"
"Picasa";"Picasa的"
"Picture%s";"图像％S"
"play";"复制"
"PLAYER";"PLAYER"
"Playlist";"播放列表"
"Playlists";"播放列表"
"Playlist successfully saved.";"播放列表保存成功。"
"Podcast";"播客"
"previous";"前"
"Read all";"阅读"
"Required field";"必填项"
"Search/Url";"搜索/ URL"
"share";"分享"
"shuffle";"随机"
"The entered name is not a valid Instagram user.";"输入的名称不是一个有效的用户的Instagram 。"
"track";"歌"
"tracks";"歌曲"
"Track";"歌"
"Tracks";"歌曲"
"Type";"类型"
"URL (.mp3):";"URL（ .MP3 ） ："
"Videos gallery has been saved successfully";"影片库已成功保存"
"Vimeo";"Vimeo的"
"Lock the entire application?";"锁定整个应用程序？"
"Choose the features to lock:";"选择的阻断功能："
"Restrict Access";"限制访问"
"Allow all the users by default:";"默认允许所有用户："
"the gender";"性别"
"the first name";"名字"
"the last name";"姓"
"the email address";"电子邮件"
"the password";"密码"
"Access restricted to authorized members only";"只允许授权用户访问"
"We are sorry but your account does not have enough permissions to access this page";"很抱歉，您的帐户中有足够的权限访问该页面"
"An error occurred while saving your discount. Please fill in all fields";"有一个错误保存您的折扣。请填写所有领域"
"Are you sure you want to use this discount?";"你确定要使用这个折扣？"
"Closed discounts";"折扣关闭"
"Delete this discount?";"删除这个折扣？"
"Discount successfully deleted";"折扣正确移除"
"Discount successfully saved";"折扣保存成功"
"Please select an end date greater than the current date.";"请选择日期大于当前的日期的完成。"
"This discount is now used";"这个折扣现在使用"
"Valid until";"有效期至"
"You have already use this discount";"你已经使用这个折扣"
"You must be logged in to use a discount";"你必须注册，才能使用折扣"
"or illimited";"或无限"
"use only once";"仅使用一次"
"you'll be able to remove this promotion later";"您可以稍后删除此促销"
"Additionnal Information";"附加信息"
"And a radius (in Km):";"及周边地区（公里数） ："
"Android";"安卓"
"Creation date";"创建日期"
"Enter a location:";"输入位置："
"GCM Key";"关键GCM"
"I want to send it";"我想送"
"Keys successfully saved";"保存成功关键"
"Message";"信息"
"Message:";"消息："
"Pending";"坡"
"Push Notifications";"推送通知"
"Push Notifications Settings";"推送通知设置"
"Radius";"无线电"
"Send to a specific location";"发送到特定的位置"
"Send to all my users";"发送给我的所有用户"
"Sender ID";"ID交货"
"Sending date";"送货日期"
"The duration limit must be higher than the sent date";"时间限制必须大于出货日期"
"Your app must be published to send a push notification.";"必须将应用程序发布到发送推送通知。"
"Your message has been saved successfully and will be sent at the entered date";"您的留言已成功保存，输入的日期将被发送"
"Your message has been saved successfully and will be sent in a few minutes";"您的留言已成功保存，并在几分钟内将被发送"
"and users entering the area";"和在该地区的用户"
"for a limited period";"在有限的时间"
"now";"现在"
"on a specific date";"在特定日期"
"%s ago";"的确％s"
"An error occurred while saving your RSS feed";"有一个错误节约您的RSS提要"
"Display feed pictures whenever possible";"显示图像尽可能"
"Enter the URL of this RSS feed";"进入这个RSS提要的URL"
"Found feeds";"提要发现"
"No RSS feed could be found";"找不到RSS"
"RSS feed successfully saved";"RSS提要成功保存"
"Show article";"查看文章"
"day";"天"
"hour";"时间"
"minute";"分钟"
"An error occurred while loading the videos. Please try again later.";"有一个错误加载视频。请稍后再试。"
"Enter your Facebook Fan Page Id";"输入您的Facebook粉丝页ID"
"Enter your Facebook Fan Page Id <span class=""required-entry""> *</span>:";"输入您的Facebook粉丝页ID <span class=""required-entry""> *</span>:"
"%s point%s";"％s％s点"
"A month";"一个月"
"A week";"一个星期"
"Challengers";"参赛者"
"Current game";"当前"
"Currently no challengers";"目前没有任何参赛者"
"Game Name";"游戏名称"
"Game successfully saved";"游戏保存成功"
"Next game";"下一场比赛"
"On the";"在"
"Period";"期"
"Periodicity";"周期性"
"Publication date";"出版一年"
"Rank of the month";"排名的月份"
"Rank of the week";"排名的一周"
"Team Leader";"胜利者"
"Source Code";"源代码"
"Insert your HTML code:";"列出你的HTML代码"
"<b>File types:</b> %s<br /><b>Recommended size:</b> %s";"<b>文件类型:</b> %s<br /><b>推荐大小:</b> %s"
"Click here to send your favicon";"点击这里给你的图标"
"Click here to send your logo";"点击这里提交您的徽标"
"Communications";"通讯"
"Current favicon";"目前的网站图标"
"Current logo";"当前徽标"
"Display a link to your clients to your support platform";"显示一个链接到其客户的平台支持"
"Drop your favicon here";"留下您的图标点击这里"
"Drop your logo here";"留下您的徽标在这里"
"Sales";"销售"
"Sales Email Address";"销售电子邮件地址"
"Sender's email address of the emails sent by the site to your clients";"电子邮件由站点为其客户发送的发送者的电子邮件地址"
"Sender's name of the emails sent by the site to your clients";"电子邮件由站点为其客户发送的发送者的名称"
"Support Email Address";"支持E- mail支持"
"The folder /images/default is not writable.";"文件夹/图像/默认情况下是不可修改的。"
"Your Location";"您现在的位置"
"Your Platform";"您的平台"
"Your company";"贵公司"
"TEMPLATES";"TEMPLATES"
"Add a link";"添加一个链接"
"An error occurred while saving your picto. Please try againg later.";"有一个错误保存图像。请稍后再试。"
"Are you sure you want to delete this link?";"你确定要删除此链接？"
"Are you sure you want to delete this picture?";"你确定要删除该照片？"
"Link";"链接"
"Link has been successfully deleted";"该链接被成功取出"
"Link has been successfully saved";"该链接已成功保存"
"Link:";"友情链接："
"Picto";"图像"
"The image has been successfully deleted";"图像被成功删除"
"The image has been successfully saved";"图像已成功保存"
"Your links";"您的链接"
"Enter your Wordpress URL:";"输入您的网址的WordPress ："
"We are sorry but our Wordpress plugin hasn't been detected on your website. Please be sure it is correctly installed and activated.";"很抱歉，但在您的网站未检测到我们的WordPress的插件。请确保它被正确安装并启用。"
"We are sorry but no category has been detected on your Wordpress website.";"很抱歉，但没有检测类别中的WordPress的网站。"
"An error occurred while accessing your Wordpress website. Please, verify the domain name %s";"无法访问您的网站WordPress的错误。请检查域名％S"
"Click here to download our Wordpress plugin";"点击这里下载我们的WordPress的插件"
"Click here to download our Wordpress plugin";"点击这里下载我们的WordPress的插件"
"Categories successfully saved";"分类保存成功"
"Loading categories";"负荷类型"
