"Insert a <br /><span class=""bold"">cover image</span>";"Vložit <br /><span class=""bold"">obrázek</span>"
"Invalid place";"Neplatné místo"
Invoices;Faktury
"Last Name";Příjmení
Lastname;Příjmení
Lastname:;Příjmení:
Like;Like
Likes;Like
Link;Odkaz
"Load More";"Nahrát další"
Locate;MAPA
Location:;Místo:
"Log in";"Přihlásit se"
Log-in;"Přihlásit se"
Log-out;"Odhlásit se"
"Logged in as";"Přihlášen jako"
"MM,d yy";"d, MM yy"
MM/dd/y;"dd / MM / y"
"MM/dd/y 'at' hh:mm a";"dd / MM / y 'at' hh:mm"
"MM/dd/y hh:mm a";"DD / MM / y hh:mm"
MM/dd/yy;"dd / MM / yy"
MM/dd/yyyy;"dd / MM / yyyy"
"MMMM dd y";"dd MMMM y"
"Main category";"Hlavní kategorie"
"Make this image colorizable";"?Obrázek bude obarvitelný?"
Manage;Upravit
Map;Mapa
Maps;Mapy
"Message from your app %s";"Zpráva z Vaší mobilní aplikace %s"
Messages;Zprávy
Modules;Moduly
More;Více
"My account";"Můj účet"
"My invoices";"Moje faktury"
Name;Název
Never;Nikdy
New;Nový
Next;Další
No;Ne
"No address to display on map.";"Chybí adresa ke zobrazení v mapě"
"No place to display on map.";"Chybí místo ke zobrazení v mapě"
"No results";"Žádné výsledky"
"No uploaded image";"Žádné nahrané obrázky"
"Nothing to display";"Nic ke zobrazení"
Number;Číslo
OK;OK
OR;NEBO
"Ouch, this page doesn't exist";"Ups, tato stránka neexistuje"
Password;Heslo
Password:;Heslo:
"Passwords don't match";"Hesla se neshodují"
Payment;Platba
Phone;Telefon
Phone:;Telefon:
Photos;Fotografie
Plans;Tarify
"Platform Name";"Název platformy"
Player;Hráč
"Please enter a password";"Prosím, zadejte heslo"
"Please enter a valid URL.";"Zadejte prosím platnou URL"
"Please enter a valid credit card number.";"Zadejte prosím platné číslo karty"
"Please enter a valid date (ISO).";"Zadejte prosím platné datum"
"Please enter a valid date.";"Zadejte prosím platné datum"
"Please enter a valid email address";"Zadejte prosím platnou e-mailovou adresu"
"Please enter a valid email address.";"Zadejte prosím platnou emailovou adresu"
"Please enter a valid number.";"Zadejte prosím platné číslo"
"Please enter a valid url";"Zadejte prosím platnou adresu URL"
"Please enter a value between {0} and {1} characters long.";"Zadejte prosím hodnotu mezi {0} a {1}"
"Please enter a value between {0} and {1}.";"Zadejte prosím hodnotu mezi {0} a {1}"
"Please enter a value greater than or equal to {0}.";"Zadejte prosím hodnotu větší nebo rovno {0}."
"Please enter a value less than or equal to {0}.";"Zadejte prosím hodnotu menší nebo rovno {0}."
"Please enter at least {0} characters.";"Zadejte prosím nejméně {0} znaků"
"Please enter no more than {0} characters.";"Nesmí být delší než {0} znaků"
"Please enter only digits.";"Zadejte prosím pouze čísla"
"Please enter the same value again.";"Zadejte prosím znovu stejnou hodnotu"
"Please enter your email address";"Prosím, zadejte svou e-mailovou adresu"
"Please fill in the following fields:";"Prosim vyplnte nasledujici udaje:"
"Please fix this field.";"Opravte prosím toto pole"
"Please log in.";"Přihlašte se prosím"
"Please, enter a correct email address.";"Prosím, zadejte správnou e-mailovou adresu."
"Please, enter a password.";"Prosím, zadejte heslo."
"Please, enter a valid date";"Prosím, zadejte platné datum"
Podcast;Podcast
"Podcast URL (iTunes format)";"Podcast URL (ve formátu iTunes)"
"Podcast type is invalid or can't be found";"Podcast typ je neplatný nebo ho nelze nalézt"
Postcode;PSČ
Postcode:;PSČ
Push;Push
"Required fields";"Povinné položky"
"Resize your picture";"Změnit velikost obrázku"
"Resize your picture:";"Změnit velikost obrázku:"
SEND;ODESLAT
Save;Uložit
Search;Vyhledat
"Select a country";"Vyberte zemi"
"Select all";"Vybrat vše"
Send;ODESLAT
"Send your pictures";"Vložte fotografie"
Settings;Nastavení
Size:;Velikost:
Street;Ulice
Street:;Ulice:
Subscriptions;Předplatné
Support;Podpora
"Support Link";"Odkaz na podporu"
Tax;Daň
Taxes;Daně
Text;Text
"The account has been successfully saved";"Účet byl úspěšně uložen"
"The address you're looking for does not exists.";"Adresa, kterou hledáte, neexistuje"
"The email is required";"Emailová ardesa je vyžadována"
"The file '%s' does not exist";"Soubor '%s' neexistuje"
"The image '%s' does not exist";"Obrázek '%s' neexistuje"
"The image size '%s' could not be detected.";"Nepodařilo zjistit velikost obrázku '%s'"
"The old password does not match the entered password.";"Staré heslo neodpovídá zadanému heslu"
"The password is required";"Je vyžadováno heslo"
"The password must be at least 6 characters";"Heslo musí mít nejméně 6 znaků"
"The payment has been cancelled, something wrong happened? Feel free to contact us.";"Platba byla zrušena, něco se stalo? V případě potřeby nás kontaktujte"
"This administrator does not exist";"Tento správce neexistuje"
"This email address is already used";"Tato e-mailová adresa je již používána"
"This field is required";"Toto pole je povinné"
"This field is required.";"Toto pole je povinné!"
"This section is unlocked for mobile users only";"Tato sekce je přístupná pouze pro mobilní uživatele"
Timezone;"Časové pásmo"
Title;název
Title:;Název:
Total;Celkem
"Unable to add the contact to your address book";"Nelze vložit kontakt do adresáře"
"Unable to calculate the route.";"Trasa nelze naplánovat"
"Unable to save image";"Obrázek nelze uložit"
"Unrecognized image format";"Neznámý formát obrázku"
"Updated at";Aktualizováno
"Use this coupon";"Použijte tento kupón"
User;Uživatel
"User successfully saved";"Uživatel úspěšně uložen"
Username;"Uživatelské jméno"
Users;Uživatelé
"VAT Number";DIČ
Validate;Potvrdit
"Version %s";"Verze %s"
View;Náhled
"We are sorry but this address is already used.";"Omlouváme se, ale tato adresa je již používána"
"We are sorry but this email address already exists.";"Je nám líto, ale tato e-mailová adresa již existuje."
"We are sorry but this feature is not available yet";"Omlouváme se, ale tato funkce není zatím k dispozici"
Website;"Webová stránka"
Yes;Ano
"You already have this user in your contact";"Tento uživatel je již ve Vašich kontaktech"
"You are gone offline";"Právě jste offline"
"You can upload a pem certificate only.";"Můžete nahrát pouze certifikát pem"
"You can upload a zip archive only.";"Můžete nahrát pouze ZIP archiv."
"You can upload an icon only (.ico and .png).";"Můžete nahrát pouze ikonu (ICO a PNG)."
"You can upload an image only (.jpg, .jpeg, .gif and .png).";"Můžete nahrát pouze obrázek (JPG, JPEG, GIF a PNG)."
"You can't upload more than one file at a time.";"Nemůžete nahrát více než jeden soubor najednou."
"You must be logged in to post a comment";"Pro psaní komentářů musíte být přihlášení"
"You must give the permission to the app to add a contact to your address book";"Přidání kontaktu do adresáře musíte povolit v aplikaci"
"You must share your location to access this page.";"Pro přístup na tuto stránku musíte sdílet Vaši pozici"
"Your browser is too old to view the content of our website.<br />";"Váš prohlížeč je příliš starý pro zobrazení obsahu našich stránek.<br />"
"Your comment";"Váš komentář"
"Your email address";"Vaše e-mailová adresa"
"Your email address does not exist";"Vaše e-mailová adresa neexistuje"
"Your name";"Vaše jméno"
"Your new password has been sent to the entered email address";"Vaše nové heslo bylo odesláno na zadanou e-mailovou adresu"
"Your password does not match the entered password.";"Vaše heslo neodpovídá vloženému heslu"
Youtube;Youtube
close;Zavřít
day;den
days;dny
en;cz
hour;hodina
hours;hodiny
loading;nahrávám
minute;minuta
minutes;minuty
picture;obrázek
second;druhý
seconds;sekundy
title;název
titles;názvy
"to add a subfolder.";"přidat podsložky."
"﻿404, page not found";"404, stránka nebyla nalezena"
"An error occurred while deleting the event";"Při mazání události došlo k chybě"
"An error occurred while loading this event";"Při nahrávání události došlo k chybě"
"Beginning date:";"Počáteční datum:"
"Calendar successfully deleted";"Kalendář byl úspěšně smazán"
"Calendar's URL";"URL kalendáře"
"Calendar's title";"Název kalendáře"
"Change picture";"Změnit obrázek"
"Create a new event";"Vytvořit novou událost"
"Custom Page";"Vlastní stránka"
"Delete this calendar?";"Smazat tento kalendář?"
"Delete this event?";"Odstranit tuto událost?"
"Ending date:";"Datum ukončení:"
"Enter your calendar's title";"Zadejte název kalendáře"
Event;Událost
"Event successfully deleted";"Událost byla smazána"
"Event successfully saved";"Událost byla uložena"
"Event title:";"Název události:"
Illustration;Obrázek
"Max size: 2000x2000px - allowed formats: jpg & png";"Maximální velikost: 2000x2000px - povolené formáty: jpg a png"
"Modify the event";"Upravit událost"
RSVP;RSVP
"RSVP URL:";"RSVP URL:"
"Your Facebook page ID";"Vaše Facebook page ID"
"Your Facebook page ID <span class=""required-entry"">*</span> :";"Vaše Facebook page ID <span class = ""required-entry"">*</ span>:"
"Your calendar is empty";"Váš kalendář je prázdný"
iCal;iCal
"﻿An error occurred while deleting the event";"Při mazání události došlo k chybě"
"Add a page";"Přidat stránku"
"Click on";"Klikněte na"
"Click on a page to add it to the folder";"Vyberte stránku/modul, kterou chcete přidat do složky"
"Click on a page to add it to the folder <span id=""folder_name"" class=""folder_name"">""%s""</span>";"Vyberte stránku/modul, kterou chcete přidat do složky <span id = ""folder_name"" class = ""folder_name""> ""%s"" </ span>"
"Close mobile display";"Zavřít zobrazení v mobilu"
"Delete this folder and all its subfolders?";"Odstranit tuto složku a všechny její podsložky?"
"Folder title is required";"Název složky je nutné vyplnit"
Folders;Složky
"Mobile display";"Zobrazení v mobilu"
"New folder";"Nová složka"
Subtitle;Popis
"You cannot add this feature";"Tato funkce nelze přidat"
"You must first complete the current category creation process";"Nejdříve musíte dokončit právě vytvářenou složku"
"You will lose all unsaved changes, continue?";"Chcete pokračovat? Ztratíte všechny neuložené změny"
"to add a folder.";"k přidání další složky"
"﻿Add a page";"Přidat stránku"
"<strong>%s</strong> must be a numerical value<br />";"<strong>%s</strong>, musí být číselná hodnota<br/>"
"<strong>%s</strong> must be a valid date (e.g. dd/mm/yyyy)<br />";"<strong>%s</strong>, musí být platné datum (např. dd/mm/rrrr)<br/>"
"<strong>%s</strong> must be a valid date<br />";"<strong>%s</strong>, musí být platné datum<br/>"
"<strong>%s</strong> must be a valid email address<br />";"<strong>%s</strong>, musí být platná e-mailová adresa<br/>"
"<strong>%s</strong> must be filled<br />";"<strong>%s</strong> je nutné vyplnit<br/>"
"Add a field";"Přidat pole formuláře"
"Add a section";"Přidat sekci"
"Add an option";"Přidat možnost"
"An error occurred while saving. A field can't be identified.";"Při ukládání došlo k chybě. Pole nelze identifikovat."
"Are you sure you want to remove this field?";"Určitě chcete odstranit toto pole?"
"Are you sure you want to remove this section?";"Určitě chcete odstranit tuto sekci?"
Checkbox;"Checkbox - výběr více možností"
"Choose a field type:";"Vyberte typ pole:"
"Create a new field";"Vytvořit nové pole formuláře"
Date/Hour;"Datum a čas"
"Drop down";"Drop down menu - výběr z rolovacího seznamu"
"Edit field %s";"Upravit pole %s"
"Field name";"Název pole"
"Field name:";"Název pole:"
Geolocation;"Lokalizace aktualní polohy"
Hello,;"Dobrý den,"
"Manage fields";"Struktura formuláře"
"Manage options:";Možnosti:
"Multiline text";"Textové pole - rozšířené"
Option;Volba
Radio;"Radio button - výběr jedné z možností"
"Recipient email:";"E-mail příjemce formuláře:"
"The form has been sent successfully";"Formulář byl úspěšně odeslán"
"You have to choose a field type.";"Můžete si vybrat typ pole"
"Your app's form";"Formulář vaší aplikace"
"Your form has been filled out, here are the answers:";"Vyplněný formulář z Vaší mobilní aplikace.  Zde jsou odpovědi:"
"﻿<strong>%s</strong> must be a numerical value<br />";"<strong>%s</strong>, musí být číselná hodnota<br/>"
"%s Update";"%s Update"
"All of your modules are up to date";"Všechny vaše moduly jsou aktuální"
"Click here to send your module";"Klikněte zde pro upload modulu"
"Drop your module here";"Vložit modul"
Host;Host
Installing;Instalace
"Installing module <em><span id=""label_module""></span></em>";"Instalace modulu <em> <span id =""label_module""> </span> </em>"
"Installing your module";"Instalace modulu"
"Module successfully installed";"Modul úspěšně nainstalován"
"Module to upload";"Moduly k nahrání"
"Modules Installation";"Instalace modulů"
"Modules successfully installed!";"Moduly úspěšně nainstalován!"
"No directory provided";"No directory provided"
"No module to install";"Žádný modul k instalaci"
"No modules uploaded yet";"Žádné modyly zatím nebyly nahrány"
"Or set the correct permissions to the following files and folders and try again:";"Nebo změňte práva u následujících souboru a složek  a zkuste znovu"
"Package Details";"Package - detail"
"Path to your system";"Cesta k systemu"
"Please update the module to the %s version before installing this update.";"Před instalací tohoto updatu prosím updatujte modul na verzi %s"
"Please update your system to the %s version before installing this update.";"Před instalací tohoto updatu prosím updatujte Váš systém na verzi %s"
"Please wait, we're installing your module";"Čekejte prosím, modul se instaluje"
"Please, enter a name";"Prosím, zadejte název"
"Please, fill out all fields";"Prosíme, vyplňte všechna pole"
Port;Port
"Processing the installation";"Zpracování instalace"
Retry;Opakovat
"Select a module to upload";"Vyberte modul"
"Some files and folder are not writable. You can either provide your FTP access to install this update:";"Do některých složek a souboru nelze zapisovat"
"Some files don't have the right permissions and can't be updated";"Některé soubory nemají správná práva a nelze je updatovat"
"The database connection failed. Please, check the entered information.";"Připojení k databázi se nezdařilo. Prosím, zkontrolujte zadané údaje."
"The entered password confirmation does not match the entered password.";"Heslo k potvrzení se neshoduje s původním"
"The file %s does not exist";"Soubor %s neexistuje"
"The file %s is not writable.";"Do souboru %s nelze zapisovat"
"The folder %s is not writable. Please fix this issue and try again.";"Do složky %s nelze zapisovat. Opravte tento problém a zkuste znovu"
"The following files and folders are not writable:";"Do těchto souborů a adresářů nelze zapisovat"
"The following files and folders are not writable: <br /> - %s";"Do následujících souborů a složek nelze zapisovat: <br /> - %s"
"The installation of the module <span id=""installation_failed_module_name""></span> has failed: <span id=""installation_failed_because""></span>";"Instalace modulu <span id=""installation_failed_module_name""></span> se nezdařila: <span id=""installation_failed_because""></span>"
"The package you have uploaded is invalid.";"Nahraný package je poškozený"
"This process may take few minutes, please do not refresh the page";"Tento proces může chvíli trvat, prosím NEAKTUALIZUJTE stránku"
"This update is designed for the %s, you can't install it in your %s.";"Tento update je navrhnut pro %s, nelze nainstalovat na Váš %s"
"Unable to connect to your FTP. Please check the connection information.";"Nelze se připojit k FTP. Zkontrolujte spojení"
"Unable to detect your site. Please make sure the entered path is correct.";"Stránku nelze smazat. Zkontrolujte, zda je cesta v pořádku"
"Unable to extract the archive.";"Archiv nelze rozbalit"
"Unable to open the archive.";"Archiv nelze otevřít"
"Unable to open the file. Please, make sure that you sent a valid archive.";"Soubor nelze otevřít. Ujistěte se,že byl platný"
"Upload a module";"Nahrát modul"
"Upload your modules";"Nahrát modul"
Username;"Uživatelské jméno"
"You already have installed this update.";"Tento update je již nainstalován"
"You can either fix this issue by setting the correct permissions to them and try again or enter your FTP access below:";"Můžete tento problém vyřešit správným nastavením oprávnění a zkusit znovu, nebo zadejte váš přístup FTP:"
"﻿%s Update";"%s Update"
" is now yours!";"je nyní Váš!"
"%d validated points = ";"%d ověřených bodů "
"1 loyalty point =";"1 věrnostní bod =  "
"1 point";"1 bod =  "
"1 validated point = ";"1 ověřený bod =  "
"An error occurred while saving the password. Please try again later";"Při ukládání hesla došlo k chybě. Zkuste to prosím později"
"An error occurred while saving the password. Please try again later.";"Při ukládání hesla došlo k chybě. Zkuste to prosím později"
"An error occurred while saving your loyalty card.";"Při ukládání věrnostní karty došlo k chybě"
"An error occurred while saving your loyalty card. Please fill all fields in.";"Při ukládání věrnostní karty došlo k chybě. Vyplňte prosím všechna pole"
"An error occurred while validating point. Please try again later.";"Při ověřování bodu došlo k chybě. Zkuste to prosím později"
"Card name";"Název karty (pro vás)"
Congratulations;Gratulujeme
"Current card";"Součastný věrnostní program"
"Delete this password?";"Smazat toto heslo?"
"Employee's name";"Jméno zaměstnance"
"Employee's name:";"Jméno zaměstnance:"
"Employee's password";"Heslo zaměstnance"
"Employee's password:";"Heslo zaměstnance:"
"Enter the password";"Zadejte heslo"
"My new loyalty card";"Nový věrnostní program"
"My passwords";"Moje hesla"
"Number of points";"Počet bodů (k odměně)"
"Please enter a name";"Prosím, zadejte název"
"Please enter the password";"Prosím, zadejte heslo"
"Please show your phone to the store person so that he enters his password";"Požádejte prosím personál o vložení hesla k zapsání věrnostního bodu"
"Point%s successfully validated";"Bod%s úspěšně ověřen"
"Previous cards";"Předchozí věrnostní programy"
Reward;Odměna
"We are sorry but this card is temporarily blocked";"Je nám líto, ale tato karta je dočasně blokována"
"Wrong password. Be carefull! %d remaining attempt%s before locking your card. Ask the store person for validating your point";"Chybné heslo. Buďte opatrní! %d zbývající pokusy%s před zablokováním karty. Požádejte personál o zadání hesla k ověření bodu"
"Wrong password.<br />Be carefull! %d remaining attempt%s before locking your card.<br /> Ask the store person for validating your point";"Chybné heslo.<br />Buďte opatrní! %d zbývající pokusy%s před zablokováním karty.<br /> Požádejte personál o zadání hesla k ověření bodu"
"You have exceeded the number of attempts to validate points. Your card is locked for 24h";"Upps, překročili jste počet pokusů pro zadání hesla! Vaše karta je zablokována po dobu 24 hodin"
"You just finished your card";"Právě jste nasbírali všechy body na Vaší kartě!"
"You must be logged in to validate points";"K potvrzení věrnostních bodů musíte být přihlášeni"
"Your loyalty card has been saved successfully";"Vaše věrnostní karta byla úspěšně uložena"
"Your password must be 4 digits";"Heslo musí být 4 číslice"
point;bod
"point to validate";"bod k ověření"
"points to validate";"body k ověření"
"%s - Customer Service";"%s - Zákaznický servis"
20.00%;20.00%
"Add a picture";"Přidat obrázek"
"Add options";"Přidat formát"
"Add to cart";"Přidat do košíku"
"An error occurred while proceeding the payment. Please, try again later.";"Při platbě došlo k chybě. Zkuste to prosím později"
"An error occurred while proceeding your order. Please, check the following information:";"Při objednávce došlo k chybě. Zkuste to prosím později"
"Are you sure you want to close without saving";"Opravdu chcete zavřít bez uložení?"
"Are you sure you want to delete this category and all its subcategories?";"Opravdu chcete smazat tuto kategorii a všechny její podkategorie?"
"Are you sure you want to delete this store?";"Opravdu chcete smazat tento obchod/sklad?"
"Are you sure you want to delete this tax?";"Opravdu chcete smazat tuto daň?"
"Are you sure you want to remove this product?";"Opravdu chcete smazat tento produkt?"
"At least one option is required:";"Je vyžadován alespoň jeden formát"
Cancelled;Zrušeno
"Carry Out";?Rozvoz?
Cart;Košík
Cash;Hotovost
Category;Kategorie
"Category successfully saved.";"Kategorie byla úspěšně uložena."
Check;Check
"Choose a delivery method:";"Vyberte si způsob doručení:"
"Choose a payment method:";"Vyberte si způsob platby:"
"Choose a store:";"Vyberte si obchod/sklad:"
Completed;Dokončeno
"Connected Printers";"Připojené tiskárny"
"Continue shopping";"Pokračovat v nákupu"
"Create a new options group";"Vytvořit novou skupinu formátů"
"Create a new product";"Vytvořit nový produkt"
"Create a new tax";"Vytvořit novou daň"
"Create a store";"Vytvořit obchod/sklad"
"Credit Card by phone";"?Credit Card by phone?"
"Credit card (pay upon pickup or delivery)";"Kreditní karta (platba při vyzvednutí nebo dodání)"
Customer;Zákazník
"Customer Service";"Zákaznický servis"
Delivery;Doručení
"Delivery Fees";"Poplatky za doručení"
"Delivery Method";"Způsob doručení"
"Delivery area";"Oblast pro doručení"
"Delivery fees";"Poplatky za doručení"
"Delivery fees:";"Poplatky za doručení:"
"Delivery methods";"Způsob doručení"
"Delivery methods:";"Způsob doručení:"
"Delivery radius";"Okruh doručení"
"Delivery radius:";"Okruh doručení:"
"Delivery time";"Dodací lhůta"
"Delivery time:";"Dodací lhůta:"
Details;Podrobnosti
"Edit a store";"Upravit obchod/sklad"
"Edit the options group %s";"Upravit skupinu formátů %s"
"Edit the product %s";"Upravit produkt %s"
"Edit the tax %s";"Upravit daň %s"
"Free delivery starting from";"Doprava zdarma od"
"Free delivery starting from:";"Doprava zdarma od:"
"Here is the detail of the order";"Zde je detail objednávky"
"Here is the detail of your order";"Zde je detail Vaší objednávky"
"Hours of operation";"Provozní doba"
"Hours of operation:";"Provozní doba:"
"In store";"V obchodě/skladu"
"Meal Voucher";Stravenky
"Minimum order";"Minimální objednávka"
"Minimum order:";"Minimální objednávka:"
"My Cart";"Můj košík"
"My cart is empty";"Košík je prázdný"
"My categories";Kategorie
"My information";Informace
"My orders";Objednávky
"My product's categories";"Produktové kategorie"
"My product's options";"Produkty - možnosti"
"My products";Produkty
"My stores";Obchody/sklady
"My taxes";Daně
"Name of the options group:";"Název skupiny formátů"
"New order from the application";"Nová objednávka z mobilní aplikace"
Number;Číslo
"Option name";"Název formátu"
"Option name:";"Název formátu:"
"Options group successfully deleted";"Skupina formátů byla smazána"
"Options group successfully saved";"Skupina formátů byla uložena"
"Order Number";"Číslo objednávky"
"Order confirmation";"Potvrzení objednávky"
"Order details";"Detail objednávky"
"Order successfully saved";"Objednávka byla úspěšně uložena"
Orders;Objednávky
Paid;Zaplaceno
Password;Heslo
Password:;Heslo:
Payment;Platba
"Payment Method";"Způsob platby"
"Payment methods:";"Způsob platby:"
Paypal;Paypal
"Pending payment";"Nevyřízená platba"
Picture;Obrázek
"Please choose a delivery method";"Prosím, vyberte způsob doručení"
"Please choose a payment method";"Prosím, vyberte způsob platby"
"Please, enter an email address for the store %s";"Prosím, zadejte e-mailovou adresu pro obchod/sklad %s"
Price;Cena
"Price: %s";"Cena: %s"
"Printer successfully saved";"Tiskárna byla úspěšně uložena"
Proceed;Pokračovat
Product;Produkt
"Product name";"Název produktu"
"Product name:";"Název produktu:"
"Product successfully saved";"Produkt úspěšně uložen"
Qty;Množství
"Qty: %s";"Množství: %s"
"Radius in Km";"Okruh v km"
Review;?Shrnutí?
Settings;Nastavení
Signature;Podpis
Signature:;Podpis:
Status;Status
"Store information";"Informace o obchodu/skladu"
"Store name";"Název obchodu/skladu"
"Store name:";"Název obchodu/skladu:"
"Store successfully deleted";"Obchod/sklad úspěšně smazán"
"Store successfully saved";"Obchod/sklad úspěšně uložen"
Stores;Obchody/sklady
Subtotal;Mezisoučet
Tax;Daň
"Tax name";"Název daně"
"Tax name:";"Název daně:"
"Tax rate";"Sazba daně"
"Tax rate:";"Sazba daně:"
"Tax successfully deleted";"Daň úspěšně smazána"
"Tax successfully saved";"Daň úspěšně uložena"
Tax:;Daň:
"Thank you!";Děkujeme!
"The delivery method";"Způsob doručení"
"The following options are required:<br />%s";"Následující formáty jsou vyžadovány: <br />%s"
"The option %s is required";"Formát %s je vyžadován"
"The payment has been cancelled, something wrong happened? Feel free to contact us";"Platba byla zrušena, stalo se něco? Neváhejte nás kontaktovat"
"The payment method";"Způsob platby"
"Time in minutes";"Čas v minutách"
Total;Celkem
"Total Excl. Tax";"Celkem bez DPH"
"Total Tax";"Celkové DPH"
"Total: %s";"Celkem: %s"
"Unit Price";"Jednotková cena"
"Unit price";"Jednotková cena"
Username;"Uživatelské jméno"
Username:;"Uživatelské jméno:"
"We apologize but the payment method %s is currently not available";"Omlouváme se, ale způsob platby %s není v současné době k dispozici"
"We thank you for your order. A confirmation email has been sent";"Děkujeme Vám za Vaši objednávku. Potvrzovací e-mail byl odeslán"
"You don't have any categories yet";"Zatím nemáte žádné kategorie"
"You have a connected printer? Enter the email address";"Máte připojenou tiskárnu? Zadejte e-mailovou adresu"
"You have a connected printer? Enter the email address for each store";"Máte připojenou tiskárnu? Zadejte e-mailovou adresu pro každý obchod/sklad"
"Your address";"Vaše adresa"
"Your email address";"Vaše e-mailová adresa"
"Your firstname";"Vaše křestní jméno"
"Your lastname";"Vaše příjmení"
"Your phone number";"Vaše telefonní číslo"
"e.g., Sauces";"např. Velikosti"
﻿Cancelled;Zrušeno
#NÁZEV?;?media_translation?
"%s by %s";"%s po %s"
"+ Add a track";"+ Přidat skladbu"
"Add albums and tracks to the playlist:";"Přidejte alba a skladby do seznamu skladeb:"
Album;Album
Albums;Alba
Albums:;Alba:
"An error occurred while deleting you images gallery. Please try again later.";"Při mazání galerie došlo k chybě. Zkuste to prosím později"
"An error occurred while deleting your album. Thanks for trying later.";"Při mazání alba došlo k chybě. Zkuste to prosím později"
"An error occurred while deleting your playlist. Thanks for trying later.";"Při mazání seznamu skladeb došlo k chybě. Zkuste to prosím později"
"An error occurred while deleting your track. Thanks for trying later.";"Při mazání skladby došlo k chybě. Zkuste to prosím později"
"An error occurred while loading pictures. Please try later.";"Při nahrávání obrázků došlo k chybě. Zkuste to prosím později"
"An error occurred while loading videos. Please try later.";"Při nahrávání videí došlo k chybě. Zkuste to prosím později"
"An error occurred while saving your images gallery. Please try again later.";"Při ukládání galerie došlo k chybě. Zkuste to prosím později"
"An error occurred while saving your playlist. Thanks for trying later.";"Při ukládání seznamu skladeb došlo k chybě. Zkuste to prosím později"
"An error occurred while saving your videos gallery. Please try again later.";"Při ukládání videí došlo k chybě. Zkuste to prosím později"
"Are you sure you don't want to create an album for these tracks?";"Opravdu nechcete vytvořit album pro tyto skladby?"
"Are you sure you don't want to create an album for this track?";"Opravdu nechcete vytvořit album pro tuto skladbu?"
"Are you sure you want to delete this album (this won't delete tracks)?";"Opravdu chcete smazat toto album? (toto nesmaže skladby)"
"Are you sure you want to delete this album?";"Opravdu chcete smazat toto album?"
"Are you sure you want to delete this playlist?";"Opravdu chcete smazat tento seznam skladeb?"
"Are you sure you want to delete this track?";"Opravdu chcete smazat tuto skladbu?"
Artist;Skupina/Interpret
Artist:;Skupina/Interpret:
Audio;Hudba
Channel;Kanál
"Choose an album";"Vyberte album"
Custom;Vlastní
"Delete this gallery?";"Odstranit tuto galerii?"
"Feed URL";"URL zdroje"
"Feed URL <span class=""required-entry"">*</span> :";"URL zdroje <span class=""required-entry"">*</span> :"
"Gallery Name";"Název galerie"
"Gallery Name <span class=""required-entry"">*</span> :";"Název galerie <span class=""required-entry"">*</span> :"
Group;Skupina
"I'm listening to";Poslouchám
"Images gallery has been saved successfully";"Galerie byla úspěšně uložena"
Instagram;Instagram
"Last update:";"Poslední aktualizace:"
"Maximum size : 2000*2000 px - Allowed filetypes : jpg and png";"Maximální velikost: 2000 * 2000 px - povolené typy souborů: jpg a png"
"My pictures";"Moje obrázky"
"No album found";"Album nenalezeno"
"No artist found";"Umělec nenalezen"
"No track found";"Skladba nenalezena"
PLAYER;PLAYER
Parameter;Parametr
"Parameter/Feed Url";"Parametr / URL zdroj"
Picasa;Picasa
Picture%s;Obrázek%s
Playlist;"Seznam skladeb"
"Playlist successfully saved.";"Seznam skladeb úspěšně uložen"
"Playlist title:";"Název seznamu skladeb:"
Playlists;"Seznam skladeb"
Podcast;Podcast
"Podcast URL (iTunes format)";"Podcast URL (ve formátu iTunes)"
"Read all";"Číst vše"
"Required field";"Povinné pole"
Search/Url;"Vyhledávání / URL"
"The entered name is not a valid Instagram user.";"Toto není platný uživatel Instagramu"
"This element is not an album.";"Toto není album"
Track;Skladba
Tracks;Skladby
Type;Typ
"URL (.mp3):";"URL (.mp3) - odkaz na skladbu:"
"Videos gallery has been saved successfully";"Video galerie byla úspěšně uložena"
Vimeo;Vimeo
buy;koupit
close;zavřít
empty;prázdný
from;od
hide;skrýt
loop;smyčka
music;hudba
next;další
on;na
pause;pauza
play;spustit
previous;předchozí
share;sdílet
shuffle;zamíchat
track;skladba
tracks;skladby
"﻿%s by %s";"%s po %s"
"Access restricted to authorized members only";"Přístup povolen pouze autorizovaným uživatelům"
"Allow all the users by default:";"Povolit všem uživatelům:"
"Choose the features to lock:";"Vyberte stránky/moduly, které chcete uzamknout"
"Lock the entire application?";"Zamknout celou aplikaci?"
"Restrict Access";"Omezený přístup (jen s povolením vlastníka aplikace)"
"We are sorry but your account does not have enough permissions to access this page";"Je nám líto, ale váš účet nemá dostatečná oprávnění pro přístup na tuto stránku"
"the email address";"e-mailová adresa"
"the first name";jméno
"the gender";oslovení
"the last name";příjmení
"the password";heslo
"﻿Lock the entire application?";"Zamknout celou aplikaci?"
Payments;Platby
﻿Payments;Platby
"An error occurred while saving your discount. Please fill in all fields";"Při ukládání slevy došlo k chybě. Vyplňte prosím všechna pole"
"Are you sure you want to use this discount?";"Opravdu chcete využít tuto slevu?"
"Closed discounts";"Ukončené slevy"
"Create a new discount";"Vytvořit novou slevu"
"Delete this discount?";"Odstranit tuto slevu?"
"Discount successfully deleted";"Sleva úspěšně smazána"
"Discount successfully saved";"Sleva byla úspěšně uložena"
